종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,262500,257000,243000,267000
000660,SK하이닉스,KOSPI,1718000,1697000,1586000,1718000
005935,삼성전자우,KOSPI,191000,180500,174100,192000
402340,SK스퀘어,KOSPI,1038000,995000,944000,1038000
009150,삼성전기,KOSPI,1142000,1128000,1024000,1142000
005380,현대차,KOSPI,388000,370000,366000,391500
373220,LG에너지솔루션,KOSPI,328000,328500,309000,332500
207940,삼성바이오로직스,KOSPI,1485000,1526000,1455000,1537000
032830,삼성생명,KOSPI,311500,296500,290000,315500
105560,KB금융,KOSPI,168500,167500,161600,169300
028260,삼성물산,KOSPI,351500,335000,321000,357500
000270,기아,KOSPI,131900,126100,123700,132300
329180,HD현대중공업,KOSPI,481000,465000,452000,484000
012450,한화에어로스페이스,KOSPI,917000,890000,866000,943000
055550,신한지주,KOSPI,100700,100900,97500,101800
068270,셀트리온,KOSPI,186700,189200,183700,189300
012330,현대모비스,KOSPI,476000,470500,451000,487000
034020,두산에너빌리티,KOSPI,67100,64000,63600,67800
034730,SK,KOSPI,557000,534000,525000,574000
086790,하나금융지주,KOSPI,125400,126200,122000,128700
035420,NAVER,KOSPI,208000,205000,199600,212500
006400,삼성SDI,KOSPI,397000,382000,362000,399000
000810,삼성화재,KOSPI,632000,633000,603000,638000
010120,LS ELECTRIC,KOSPI,184800,165700,165400,186800
009540,HD한국조선해양,KOSPI,384500,372000,362500,387000
066570,LG전자,KOSPI,162100,157500,152500,162400
042660,한화오션,KOSPI,85200,81600,79200,85500
005490,POSCO홀딩스,KOSPI,312500,311500,301000,317500
267260,HD현대일렉트릭,KOSPI,684000,670000,635000,698000
316140,우리금융지주,KOSPI,33600,33250,32400,33850
298040,효성중공업,KOSPI,2417000,2180000,2125000,2462000
015760,한국전력,KOSPI,34800,34000,33700,35150
010130,고려아연,KOSPI,999000,970000,950000,1020000
138040,메리츠금융지주,KOSPI,124000,123700,119000,124000
042700,한미반도체,KOSPI,214500,195600,193200,217000
011200,HMM,KOSPI,20950,20850,20150,21200
006800,미래에셋증권,KOSPI,34550,32100,31725,34850
000150,두산,KOSPI,1170000,1070000,1062000,1170000
010140,삼성중공업,KOSPI,21350,21100,20450,21550
096770,SK이노베이션,KOSPI,110500,120400,104000,120500
033780,KT&G,KOSPI,179100,184200,175800,184900
051910,LG화학,KOSPI,258000,252500,241000,262500
017670,SK텔레콤,KOSPI,81400,83700,79800,84000
035720,카카오,KOSPI,37400,37050,35750,37600
196170,알테오젠,KOSDAQ GLOBAL,308500,290000,283000,313500
024110,기업은행,KOSPI,20650,20550,20200,20850
018260,삼성에스디에스,KOSPI,206000,212000,200000,213250
267250,HD현대,KOSPI,199600,201500,190900,204500
079550,LIG디펜스앤에어로스페이스,KOSPI,699000,651000,632000,703000
003550,LG,KOSPI,101100,98800,94000,102800
086280,현대글로비스,KOSPI,200000,198000,194600,204500
064350,현대로템,KOSPI,133700,124500,120100,133700
010950,S-Oil,KOSPI,127300,130200,120000,130600
030200,KT,KOSPI,51900,52800,51400,53300
047810,한국항공우주,KOSPI,127300,123700,122100,127800
003670,포스코퓨처엠,KOSPI,137700,134700,129000,139300
011070,LG이노텍,KOSPI,514000,473500,466000,524000
278470,에이피알,KOSPI,320000,321000,310000,327500
272210,한화시스템,KOSPI,62500,56900,55800,62500
071050,한국금융지주,KOSPI,206500,194900,190500,208500
259960,크래프톤,KOSPI,243000,256500,238000,257000
086520,에코프로,KOSDAQ GLOBAL,79100,74900,72800,80900
323410,카카오뱅크,KOSPI,22100,21950,21600,22150
000720,현대건설,KOSPI,94600,85500,85500,94600
005940,NH투자증권,KOSPI,28500,27900,27500,28550
005830,DB손해보험,KOSPI,157000,163100,154600,165500
247540,에코프로비엠,KOSDAQ GLOBAL,103500,101600,98000,105200
307950,현대오토에버,KOSPI,364500,335500,335500,369500
003490,대한항공,KOSPI,25900,25300,25050,26100
0126Z0,삼성에피스홀딩스,KOSPI,375000,355500,354000,375000
047050,포스코인터내셔널,KOSPI,52200,52000,49900,52700
016360,삼성증권,KOSPI,99800,95400,94000,100100
003230,삼양식품,KOSPI,1168000,1182000,1148000,1194000
028050,삼성E&A,KOSPI,43800,43000,42200,43800
277810,레인보우로보틱스,KOSDAQ,433000,401000,394500,445000
161390,한국타이어앤테크놀로지,KOSPI,67600,67300,66300,68800
006260,LS,KOSPI,267000,253500,244500,270500
078930,GS,KOSPI,89000,88000,69500,89900
443060,HD현대마린솔루션,KOSPI,184000,184500,179100,187700
039490,키움증권,KOSPI,293500,277500,273000,297000
090430,아모레퍼시픽,KOSPI,130000,131000,121400,131000
180640,한진칼,KOSPI,111700,111600,108700,115400
352820,하이브,KOSPI,168800,167800,164600,172200
005387,현대차2우B,KOSPI,201000,187000,183000,201000
021240,코웨이,KOSPI,91500,89700,89200,93200
032640,LG유플러스,KOSPI,14780,15420,14680,15420
326030,SK바이오팜,KOSPI,79000,77900,76100,79400
064400,LG씨엔에스,KOSPI,62500,61400,61000,64800
267270,HD건설기계,KOSPI,124900,120100,114200,126900
000880,한화,KOSPI,83800,0,0,0
000100,유한양행,KOSPI,73500,74100,71800,74200
036930,주성엔지니어링,KOSDAQ GLOBAL,124500,116100,113900,126800
377300,카카오페이,KOSPI,42600,41150,41050,42800
241560,두산밥캣,KOSPI,59800,58800,57900,60100
007660,이수페타시스,KOSPI,74500,68200,66100,75500
029780,삼성카드,KOSPI,47000,47700,46550,48050
047040,대우건설,KOSPI,12780,11880,11880,13090
271560,오리온,KOSPI,131800,133500,128700,134600
036570,NC,KOSPI,234500,230500,222500,234500
175330,JB금융지주,KOSPI,26450,26900,25900,27350
058470,리노공업,KOSDAQ GLOBAL,64100,60000,59900,65000
088980,맥쿼리인프라,KOSPI,10110,10010,9940,10130
240810,원익IPS,KOSDAQ GLOBAL,97600,90200,88100,98700
353200,대덕전자,KOSPI,96800,92000,87500,96800
138930,BNK금융지주,KOSPI,15170,15050,14830,15390
005385,현대차우,KOSPI,199600,186000,182500,199600
034220,LG디스플레이,KOSPI,9210,9100,8810,9800
001440,대한전선,KOSPI,23200,22500,22300,23900
062040,산일전기,KOSPI,143200,132000,131400,143900
009830,한화솔루션,KOSPI,25500,24850,23500,25650
051900,LG생활건강,KOSPI,287000,287500,271000,287500
128940,한미약품,KOSPI,333500,313500,312000,335500
028300,HLB,KOSDAQ,30600,30300,29700,31000
000500,가온전선,KOSPI,134200,122100,119000,137300
004170,신세계,KOSPI,423000,428000,409000,444500
454910,두산로보틱스,KOSPI,61600,56300,56300,62300
111770,영원무역,KOSPI,89400,89100,85000,92400
088350,한화생명,KOSPI,4420,4315,4235,4445
001040,CJ,KOSPI,129400,126000,124100,130500
319660,피에스케이,KOSDAQ,129600,126400,120800,130900
298380,에이비엘바이오,KOSDAQ GLOBAL,66800,63200,62200,68900
039030,이오테크닉스,KOSDAQ,296000,267000,263500,300500
000990,DB하이텍,KOSPI,83100,80000,77500,83700
011790,SKC,KOSPI,72200,68600,67500,72500
010060,OCI홀딩스,KOSPI,190300,188000,172500,194100
214450,파마리서치,KOSDAQ GLOBAL,338500,343500,320500,350500
004020,현대제철,KOSPI,26350,25800,25200,26450
000250,삼천당제약,KOSDAQ,149600,133500,132100,153000
052690,한전기술,KOSPI,89000,83900,83100,89000
018880,한온시스템,KOSPI,3305,3395,3135,3480
002380,KCC,KOSPI,388000,378000,370500,390500
023530,롯데쇼핑,KOSPI,117300,116000,112700,118500
001450,현대해상,KOSPI,38450,39500,37000,39500
082740,한화엔진,KOSPI,39050,41300,36500,41450
141080,리가켐바이오,KOSDAQ GLOBAL,87500,81400,79500,89700
036460,한국가스공사,KOSPI,34450,34900,34050,34900
440110,파두,KOSDAQ,63400,57600,56700,63400
035250,강원랜드,KOSPI,14700,14570,14370,14760
251270,넷마블,KOSPI,38300,38350,37700,39000
222800,심텍,KOSDAQ GLOBAL,82900,78100,74700,82900
383220,F&F,KOSPI,80500,78900,75900,80600
031210,서울보증보험,KOSPI,42950,42450,41600,43400
214370,케어젠,KOSDAQ,55600,51300,50100,56700
066970,엘앤에프,KOSPI,73300,70900,68600,73500
087010,펩트론,KOSDAQ,127800,124100,120200,132000
022100,포스코DX,KOSPI,19260,18050,17740,19260
028670,팬오션,KOSPI,5470,5170,4960,5730
145020,휴젤,KOSDAQ,232500,228000,223500,234500
097950,CJ제일제당,KOSPI,191400,190300,186800,192400
011780,금호석유화학,KOSPI,114400,115200,111000,116000
403870,HPSP,KOSDAQ GLOBAL,34600,31900,31450,35300
483650,달바글로벌,KOSPI,221000,229000,205000,233000
095340,ISC,KOSDAQ,129600,121800,118800,130600
012750,에스원,KOSPI,71200,71400,70200,72900
108490,로보티즈,KOSDAQ,183800,170000,167900,189000
214150,클래시스,KOSDAQ GLOBAL,41150,38300,38050,41700
139130,iM금융지주,KOSPI,16950,16530,16355,17150
302440,SK바이오사이언스,KOSPI,33850,33450,33050,34050
017800,현대엘리베이터,KOSPI,67900,68500,66200,68700
084370,유진테크,KOSDAQ,112300,101500,99000,114800
069960,현대백화점,KOSPI,118800,117000,114400,123000
026960,동서,KOSPI,25500,25850,25200,26000
095610,테스,KOSDAQ GLOBAL,130000,125600,122100,130000
009970,영원무역홀딩스,KOSPI,192000,202500,187600,204000
103590,일진전기,KOSPI,52000,49050,49050,53000
005850,에스엘,KOSPI,52900,51800,50700,53600
008930,한미사이언스,KOSPI,35850,34850,34200,36750
003690,코리안리,KOSPI,13770,13620,13130,13940
004800,효성,KOSPI,144500,131100,129000,145200
011170,롯데케미칼,KOSPI,56500,56000,53900,56600
081660,미스토홀딩스,KOSPI,45150,45350,43500,45400
319400,현대무벡스,KOSDAQ,21300,20400,19970,22050
000240,한국앤컴퍼니,KOSPI,24950,25000,24250,25200
007340,DN오토모티브,KOSPI,40350,39050,36750,40350
004370,농심,KOSPI,383000,385000,372000,386000
347850,디앤디파마텍,KOSDAQ,50400,47200,47050,51500
001720,신영증권,KOSPI,140300,138500,131500,141100
450080,에코프로머티,KOSPI,32200,31000,30200,32450
279570,케이뱅크,KOSPI,5590,5500,5460,5600
009420,한올바이오파마,KOSPI,43400,40450,40050,43700
375500,DL이앤씨,KOSPI,58500,56300,55000,59100
004990,롯데지주,KOSPI,22600,22450,22250,22800
161890,한국콜마,KOSPI,95200,94100,86900,95800
014680,한솔케미칼,KOSPI,208000,205000,199300,209500
080220,제주반도체,KOSDAQ,65100,59900,58000,65100
257720,실리콘투,KOSDAQ,33950,33450,32550,34350
139480,이마트,KOSPI,79800,79500,77600,80000
030000,제일기획,KOSPI,18930,19200,18750,19200
