종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,270000,267000,264000,270000
000660,SK하이닉스,KOSPI,1783000,1737000,1733000,1783000
005935,삼성전자우,KOSPI,199600,197000,195300,199800
402340,SK스퀘어,KOSPI,1125000,1105000,1089000,1125000
009150,삼성전기,KOSPI,1454000,1450000,1410000,1464000
373220,LG에너지솔루션,KOSPI,362500,360500,355500,364000
005380,현대차,KOSPI,393000,389500,386500,395000
207940,삼성바이오로직스,KOSPI,1466000,1455000,1446000,1466000
032830,삼성생명,KOSPI,312000,307500,306000,313000
105560,KB금융,KOSPI,175900,173700,172800,176100
028260,삼성물산,KOSPI,384000,378000,368500,385000
034020,두산에너빌리티,KOSPI,87900,80200,79000,89400
012450,한화에어로스페이스,KOSPI,1039000,1078000,1030000,1078000
055550,신한지주,KOSPI,113900,114300,111400,114700
000270,기아,KOSPI,128400,128300,126200,128400
329180,HD현대중공업,KOSPI,449000,441500,434500,453000
034730,SK,KOSPI,611000,595000,595000,623000
006400,삼성SDI,KOSPI,541000,554000,539000,554000
068270,셀트리온,KOSPI,186300,188900,185100,190000
012330,현대모비스,KOSPI,432000,428500,425500,436000
086790,하나금융지주,KOSPI,138900,137100,135200,139300
066570,LG전자,KOSPI,214000,212500,212500,225500
035420,NAVER,KOSPI,218000,216000,213500,219500
010120,LS ELECTRIC,KOSPI,207000,201000,199900,208000
000810,삼성화재,KOSPI,656000,662000,653000,672000
298040,효성중공업,KOSPI,2965000,2795000,2782000,2970000
267260,HD현대일렉트릭,KOSPI,763000,728000,721000,767000
042660,한화오션,KOSPI,87300,87100,85900,87800
005490,POSCO홀딩스,KOSPI,335500,339000,332500,340000
010130,고려아연,KOSPI,1224000,1235000,1215000,1235000
316140,우리금융지주,KOSPI,34200,33650,33250,34300
009540,HD한국조선해양,KOSPI,351500,350000,341500,354500
096770,SK이노베이션,KOSPI,137900,138400,135700,139500
042700,한미반도체,KOSPI,240500,241500,237500,248500
138040,메리츠금융지주,KOSPI,133700,137000,131800,137000
015760,한국전력,KOSPI,32750,32350,31800,32900
000150,두산,KOSPI,1271000,1206000,1195000,1273000
011200,HMM,KOSPI,21450,21300,21100,21500
017670,SK텔레콤,KOSPI,93800,93100,91700,93800
196170,알테오젠,KOSDAQ GLOBAL,286000,288500,283250,290500
051910,LG화학,KOSPI,279500,285000,277000,285000
267250,HD현대,KOSPI,243500,243500,238000,250000
006800,미래에셋증권,KOSPI,34700,34750,34000,35000
010140,삼성중공업,KOSPI,21400,21400,21000,21450
003550,LG,KOSPI,124500,123000,123000,125700
018260,삼성에스디에스,KOSPI,242500,239500,238000,243000
010950,S-Oil,KOSPI,157600,157000,155100,158900
033780,KT&G,KOSPI,170300,174000,169400,174000
024110,기업은행,KOSPI,20900,20800,20750,21000
003670,포스코퓨처엠,KOSPI,182600,183900,180300,184900
035720,카카오,KOSPI,36550,36550,35850,36700
086280,현대글로비스,KOSPI,210000,208500,205500,216000
079550,LIG디펜스앤에어로스페이스,KOSPI,659000,671000,657000,686000
278470,에이피알,KOSPI,384000,396000,381000,397000
000720,현대건설,KOSPI,126900,119400,117600,128700
064350,현대로템,KOSPI,127200,129100,124300,129200
011070,LG이노텍,KOSPI,586000,575000,575000,594000
030200,KT,KOSPI,54900,54500,54200,55400
272210,한화시스템,KOSPI,70600,69900,69200,70900
047810,한국항공우주,KOSPI,129400,127500,126600,130600
005830,DB손해보험,KOSPI,192400,197300,190000,197600
078930,GS,KOSPI,125600,125000,121300,126300
086520,에코프로,KOSDAQ GLOBAL,82500,83300,82200,83400
003490,대한항공,KOSPI,30350,30350,29900,30900
307950,현대오토에버,KOSPI,402000,401000,395500,404000
071050,한국금융지주,KOSPI,190900,191200,188000,191700
323410,카카오뱅크,KOSPI,22050,22150,21700,22150
