종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,257000,262500,256000,266000
000660,SK하이닉스,KOSPI,1653000,1704000,1653000,1725000
005935,삼성전자우,KOSPI,186800,189800,186200,192500
402340,SK스퀘어,KOSPI,1028000,1063000,1026000,1075000
009150,삼성전기,KOSPI,1421000,1398000,1393000,1460000
373220,LG에너지솔루션,KOSPI,370000,364000,360500,373500
005380,현대차,KOSPI,399500,399000,397500,404750
207940,삼성바이오로직스,KOSPI,1486000,1507000,1480000,1540000
032830,삼성생명,KOSPI,310000,302500,299500,311000
105560,KB금융,KOSPI,171600,166000,164600,171700
028260,삼성물산,KOSPI,375000,370000,368000,380000
012450,한화에어로스페이스,KOSPI,1157000,1139000,1113000,1158000
034020,두산에너빌리티,KOSPI,88200,85200,84500,89100
055550,신한지주,KOSPI,109700,107800,107300,110000
000270,기아,KOSPI,128000,126200,126000,128100
329180,HD현대중공업,KOSPI,457000,470500,451000,480000
006400,삼성SDI,KOSPI,571000,559000,557000,578000
068270,셀트리온,KOSPI,190700,190700,187600,190700
012330,현대모비스,KOSPI,450500,451500,447750,455500
034730,SK,KOSPI,543000,547000,532000,551000
086790,하나금융지주,KOSPI,136000,132400,131700,136100
035420,NAVER,KOSPI,220500,220000,218500,229000
066570,LG전자,KOSPI,201500,199400,197100,202000
010120,LS ELECTRIC,KOSPI,214500,216500,213000,224000
000810,삼성화재,KOSPI,687000,674000,658000,688000
298040,효성중공업,KOSPI,3153000,3084000,3054000,3265000
267260,HD현대일렉트릭,KOSPI,814000,815000,801000,854000
010130,고려아연,KOSPI,1375000,1381000,1354000,1388000
042660,한화오션,KOSPI,88500,89000,88000,90500
005490,POSCO홀딩스,KOSPI,337500,335500,332000,339500
009540,HD한국조선해양,KOSPI,354500,359500,350000,364500
316140,우리금융지주,KOSPI,33900,32650,32600,33900
196170,알테오젠,KOSDAQ GLOBAL,320000,308500,305000,324500
017670,SK텔레콤,KOSPI,98600,101300,97400,102700
042700,한미반도체,KOSPI,219500,220500,214000,225500
015760,한국전력,KOSPI,32550,33500,32400,33550
011200,HMM,KOSPI,21700,21450,21250,21700
138040,메리츠금융지주,KOSPI,122000,118100,116900,122000
000150,두산,KOSPI,1238000,1196000,1192000,1240000
096770,SK이노베이션,KOSPI,116900,112100,111400,119500
006800,미래에셋증권,KOSPI,36150,35800,35400,36250
051910,LG화학,KOSPI,277000,272500,271000,281500
018260,삼성에스디에스,KOSPI,243000,239000,236000,245000
010140,삼성중공업,KOSPI,21200,21050,20900,21500
033780,KT&G,KOSPI,176300,173300,172100,176300
003550,LG,KOSPI,116300,113700,113000,116300
278470,에이피알,KOSPI,461500,437000,435500,464500
267250,HD현대,KOSPI,218000,214000,213500,223000
010950,S-Oil,KOSPI,149200,141600,141200,150700
024110,기업은행,KOSPI,20850,20400,20250,20850
003670,포스코퓨처엠,KOSPI,186300,181100,180100,188800
035720,카카오,KOSPI,36850,35850,35750,36850
079550,LIG디펜스앤에어로스페이스,KOSPI,734000,735000,717000,746000
086280,현대글로비스,KOSPI,205000,203500,201500,207500
064350,현대로템,KOSPI,139100,136000,134500,141300
011070,LG이노텍,KOSPI,611000,594000,592000,622000
000720,현대건설,KOSPI,128900,129000,124300,130300
272210,한화시스템,KOSPI,75800,76900,74700,78050
030200,KT,KOSPI,54500,53900,53700,54500
047810,한국항공우주,KOSPI,133100,136000,132100,138000
005830,DB손해보험,KOSPI,187400,184000,178400,190400
086520,에코프로,KOSDAQ GLOBAL,90200,90500,88600,91500
078930,GS,KOSPI,129200,124800,123350,131500
003230,삼양식품,KOSPI,1547000,1481000,1480000,1557000
247540,에코프로비엠,KOSDAQ GLOBAL,118200,117200,114600,119100
307950,현대오토에버,KOSPI,416000,411000,410500,418500
071050,한국금융지주,KOSPI,191300,189700,188000,191300
003490,대한항공,KOSPI,28700,27850,27750,28850
323410,카카오뱅크,KOSPI,21850,21450,21350,21900
259960,크래프톤,KOSPI,222500,218500,217000,223000
443060,HD현대마린솔루션,KOSPI,221000,219000,215000,225000
005940,NH투자증권,KOSPI,26650,26350,26200,26650
006260,LS,KOSPI,313000,307500,305000,326000
028050,삼성E&A,KOSPI,48750,49650,48050,50500
0126Z0,삼성에피스홀딩스,KOSPI,373500,377000,365500,378000
047050,포스코인터내셔널,KOSPI,52700,52200,51300,53000
277810,레인보우로보틱스,KOSDAQ,456000,464500,454000,467500
090430,아모레퍼시픽,KOSPI,150600,143000,142200,151200
180640,한진칼,KOSPI,131300,125400,125100,131900
007660,이수페타시스,KOSPI,112800,112000,110900,115900
161390,한국타이어앤테크놀로지,KOSPI,66400,65000,64200,66400
036930,주성엔지니어링,KOSDAQ GLOBAL,176800,177000,174200,182800
047040,대우건설,KOSPI,19690,20000,18860,20000
016360,삼성증권,KOSPI,88500,87800,87100,88500
352820,하이브,KOSPI,180000,178500,175900,180900
009830,한화솔루션,KOSPI,33750,33450,32600,34350
064400,LG씨엔에스,KOSPI,75800,75500,73700,77800
039490,키움증권,KOSPI,278500,277000,274500,279500
000880,한화,KOSPI,134900,130000,129400,135700
021240,코웨이,KOSPI,100400,97200,94800,100600
326030,SK바이오팜,KOSPI,88000,88500,86600,90000
005387,현대차2우B,KOSPI,192400,198500,190600,198500
267270,HD건설기계,KOSPI,136600,139300,133700,141800
128940,한미약품,KOSPI,509000,507000,494000,513000
377300,카카오페이,KOSPI,47350,47600,46550,48350
032640,LG유플러스,KOSPI,15020,14770,14710,15020
000100,유한양행,KOSPI,84900,82800,81450,84900
062040,산일전기,KOSPI,202500,200000,193700,207500
000500,가온전선,KOSPI,204000,206000,198000,210500
241560,두산밥캣,KOSPI,63100,61900,61600,63100
001440,대한전선,KOSPI,29700,29400,29000,30550
066970,엘앤에프,KOSPI,134800,128600,127100,137500
029780,삼성카드,KOSPI,47300,46250,45650,47650
240810,원익IPS,KOSDAQ GLOBAL,111100,111700,109500,114200
175330,JB금융지주,KOSPI,29050,27750,27650,29050
353200,대덕전자,KOSPI,107600,110800,106400,114700
088350,한화생명,KOSPI,5950,5490,5390,5950
010060,OCI홀딩스,KOSPI,274500,283000,271500,283000
271560,오리온,KOSPI,129500,125600,125200,129700
058470,리노공업,KOSDAQ GLOBAL,66800,66500,66300,69000
039030,이오테크닉스,KOSDAQ,398500,397000,394000,406500
036570,NC,KOSPI,225000,221500,220500,225500
034220,LG디스플레이,KOSPI,9620,9570,9460,9720
028300,HLB,KOSDAQ,36000,35000,34500,36050
214450,파마리서치,KOSDAQ GLOBAL,461500,441500,439500,465500
