종목코드,종목명
005930,삼성전자
000660,SK하이닉스
402340,SK스퀘어
005935,삼성전자우
005380,현대차
009150,삼성전기
373220,LG에너지솔루션
329180,HD현대중공업
032830,삼성생명
034020,두산에너빌리티
028260,삼성물산
000270,기아
207940,삼성바이오로직스
012330,현대모비스
012450,한화에어로스페이스
105560,KB금융
006400,삼성SDI
034730,SK
055550,신한지주
068270,셀트리온
042660,한화오션
267260,HD현대일렉트릭
010120,LS ELECTRIC
066570,LG전자
006800,미래에셋증권
298040,효성중공업
005490,POSCO홀딩스
035420,NAVER
086790,하나금융지주
009540,HD한국조선해양
010130,고려아연
042700,한미반도체
000150,두산
011070,LG이노텍
015760,한국전력
000810,삼성화재
010140,삼성중공업
051910,LG화학
064350,현대로템
316140,우리금융지주
267250,HD현대
247540,에코프로비엠
003670,포스코퓨처엠
017670,SK텔레콤
307950,현대오토에버
272210,한화시스템
196170,알테오젠
096770,SK이노베이션
086520,에코프로
018260,삼성에스디에스
033780,KT&G
079550,LIG디펜스앤에어로스페이스
011200,HMM
003550,LG
035720,카카오
086280,현대글로비스
138040,메리츠금융지주
047810,한국항공우주
024110,기업은행
000720,현대건설
278470,에이피알
006260,LS
277810,레인보우로보틱스
071050,한국금융지주
030200,KT
010950,S-Oil
259960,크래프톤
0126Z0,삼성에피스홀딩스
047050,포스코인터내셔널
005940,NH투자증권
016360,삼성증권
047040,대우건설
323410,카카오뱅크
443060,HD현대마린솔루션
028050,삼성E&A
003490,대한항공
000880,한화
039490,키움증권
036930,주성엔지니어링
352820,하이브
001440,대한전선
007660,이수페타시스
005830,DB손해보험
005387,현대차2우B
003230,삼양식품
950160,코오롱티슈진
064400,LG씨엔에스
000990,DB하이텍
353200,대덕전자
000250,삼천당제약
161390,한국타이어앤테크놀로지
062040,산일전기
058470,리노공업
087010,펩트론
267270,HD건설기계
326030,SK바이오팜
180640,한진칼
034220,LG디스플레이
009830,한화솔루션
078930,GS
066970,엘앤에프
010060,OCI홀딩스
090430,아모레퍼시픽
028300,HLB
000100,유한양행
021240,코웨이
454910,두산로보틱스
336260,두산퓨얼셀
298380,에이비엘바이오
241560,두산밥캣
032640,LG유플러스
128940,한미약품
005385,현대차우
036570,NC
377300,카카오페이
039030,이오테크닉스
141080,리가켐바이오
000500,가온전선
082740,한화엔진
440110,파두
029780,삼성카드
240810,원익IPS
138930,BNK금융지주
271560,오리온
310210,보로노이
088980,맥쿼리인프라
004020,현대제철
018880,한온시스템
011790,SKC
052690,한전기술
178320,서진시스템
004170,신세계
001040,CJ
214370,케어젠
002380,KCC
347850,디앤디파마텍
022100,포스코DX
103590,일진전기
450080,에코프로머티
175330,JB금융지주
095340,ISC
222800,심텍
108490,로보티즈
088350,한화생명
023530,롯데쇼핑
403870,HPSP
319400,현대무벡스
051900,LG생활건강
080220,제주반도체
012510,더존비즈온
226950,올릭스
111770,영원무역
010170,대한광통신
005850,에스엘
011170,롯데케미칼
011780,금호석유화학
251270,넷마블
489790,한화비전
004800,효성
036460,한국가스공사
009420,한올바이오파마
035250,강원랜드
014680,한솔케미칼
357780,솔브레인
017800,현대엘리베이터
302440,SK바이오사이언스
145020,휴젤
031210,서울보증보험
214450,파마리서치
097950,CJ제일제당
064760,티씨케이
319660,피에스케이
214150,클래시스
020150,롯데에너지머티리얼즈
457190,이수스페셜티케미컬
131970,두산테스나
084370,유진테크
375500,DL이앤씨
001450,현대해상
005290,동진쎄미켐
028670,팬오션
204320,HL만도
067310,하나마이크론
139130,iM금융지주
001720,신영증권
100790,미래에셋벤처투자
237690,에스티팜
263750,펄어비스
383220,F&F
007810,코리아써키트
032820,우리기술
009970,영원무역홀딩스
043260,성호전자
012750,에스원
058610,에스피지
007340,DN오토모티브
004990,롯데지주
483650,달바글로벌
071970,HD현대마린엔진
026960,동서
218410,RFHIC
006360,GS건설
439260,대한조선
098460,고영
257720,실리콘투
031980,피에스케이홀딩스
003690,코리안리
139480,이마트
001740,SK네트웍스
011210,현대위아
082920,비츠로셀
078600,대주전자재료
095610,테스
0009K0,에임드바이오
004370,농심
069960,현대백화점
279570,케이뱅크
000155,두산우
103140,풍산
051600,한전KPS
000240,한국앤컴퍼니
083650,비에이치아이
131290,티에스이
018670,SK가스
00680K,미래에셋증권2우B
030530,원익홀딩스
229640,LS에코에너지
008770,호텔신라
008930,한미사이언스
120110,코오롱인더
282330,BGF리테일
068760,셀트리온제약
347700,스피어
007070,GS리테일
030000,제일기획
140410,메지온
007390,네이처셀
005440,현대지에프홀딩스
035900,JYP Ent.
290650,엘앤씨바이오
161890,한국콜마
081660,미스토홀딩스
112610,씨에스윈드
322000,HD현대에너지솔루션
001430,세아베스틸지주
192820,코스맥스
085620,미래에셋생명
140860,파크시스템스
000120,CJ대한통운
089030,테크윙
097230,HJ중공업
041510,에스엠
476830,알지노믹스
005070,코스모신소재
323280,태성
017960,한국카본
060370,LS마린솔루션
002790,아모레퍼시픽홀딩스
023590,다우기술
009155,삼성전기우
395400,SK리츠
437730,삼현
462870,시프트업
006280,녹십자
420770,기가비스
077970,STX엔진
001120,LX인터내셔널
027360,아주IB투자
397030,에이프릴바이오
031330,에스에이엠티
001820,삼화콘덴서
361610,SK아이이테크놀로지
189300,인텔리안테크
298020,효성티앤씨
039200,오스코텍
096530,씨젠
445680,큐리옥스바이오시스템즈
001800,오리온홀딩스
006040,동원산업
032350,롯데관광개발
195870,해성디에스
003540,대신증권
020560,아시아나항공
099320,쎄트렉아이
069620,대웅제약
089970,브이엠
417200,LS머트리얼즈
475830,오름테라퓨틱
192080,더블유게임즈
036540,SFA반도체
101490,에스앤에스텍
003570,SNT다이내믹스
491000,리브스메드
232140,와이씨
127120,제이에스링크
295310,에이치브이엠
475150,SK이터닉스
166090,하나머티리얼즈
073240,금호타이어
181710,NHN
007310,오뚜기
294870,IPARK현대산업개발
004000,롯데정밀화학
490470,세미파이브
066575,LG전자우
003530,한화투자증권
