LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
1,389020,자람테크놀로지,KOSDAQ,반도체,56400,161.88,3758.5,0.0,,ARMED,ARMED,2,True,1,False,84.6,84.6,93.1,89.4,58.0,0.0,75.4,80.2,35.1,56.1,1.0,0.0,RR1.0 + 진입적정 + 3축고점 + 대기,1,56400.0,47900.0,64900.0,69700.0,,-0.15,1.2,52975,37.59,특이사항 없음,0,11.06,45.1,3.75,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,42.9,반도체 제조업,16187841850.0,42.9,27.22,0,0,-1.57,5.22,1.62,23.28,34.93,50.8,16.71,15.03,14.97,0.178,0.178,1,12.0,0,0,2.45,0.55,0,0,0,1,1,46605.0,6.46,0.2079,False,O,▲,54851,▲,O,X,0.52,250,0,1,1,1,72700.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.07,6.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,반도체 제조업,7.560357142857143,50.980000000000004,2.0,58.0,OK,67.99171090665527,67.99171090665527,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,84.6,84.6,84.6,19.9,19.9,FRESH,0.713,,False,0.438,True,MATURE,5320.0,1.0,1.187,1.0,0.0,0.0,,v22_calibrated,,,,,,True,15.1,AGGRESSIVE,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
2,018880,한온시스템,KOSPI,조선·기계·설비,4900,2138.06,50286.9,66.0,32.4,ARMED,ARMED,2,True,1,False,91.1,90.3,94.4,96.9,69.1,0.8,83.0,86.8,27.8,65.2,1.2,0.0,RR1.2 + 진입적정 + 3축고점 + 대기,0,4900.0,4335.0,5580.0,6060.0,,1.88,1.64,4566,4.12,[뉴스]유럽 전기차 시장 회복에 힘입어 한온시스템을 포함한 한국앤컴퍼니그룹 계열사의 실적 개선 기대감이 높아지고 있습니다.,0,5.64,67.0,14.75,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,42.9,일반 목적용 기계 제조업,213805760756.0,81.0,35.54,0,0,-9.43,11.36,15.29,31.72,31.54,23.33,25.15,11.64,-12.5,0.028,0.028,1,12.0,1,0,2.47,0.61,0,0,0,1,1,4178.0,7.31,0.4174,False,O,▲,4733,▲,O,X,0.74,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.53,4.0,1.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,,0,0.0,일반 목적용 기계 제조업,4.330375,35.424625,3.0,69.1,OK,63.0,63.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507, 📢재료: [뉴스]유럽 전기차 시장 회복에 힘입어 한온시스템을 포함한 한국앤컴퍼니그룹 계열사의 실적 개선 기대감이 높아지고 있습니다.,91.1,91.1,91.1,19.9,19.9,FRESH,0.562,,False,0.49,False,MATURE,5320.0,1.204,1.2,1.2,0.0324,323697.0,66.0,v22_calibrated,,,,,,True,13.9,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
3,388050,지투파워,KOSDAQ,인프라·에너지,15970,365.34,2987.9,0.0,,ARMED,ARMED,2,True,1,False,83.4,83.4,97.0,68.1,86.8,0.0,75.6,84.0,28.9,63.9,1.04,0.0,RR1.0 + 진입적정 + 3축고점 + 대기,0,15970.0,13570.0,18460.0,21000.0,,1.24,0.73,12891,65.63,특이사항 없음,0,12.41,61.0,12.2,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",36533623425.0,83.1,37.25,0,0,-7.42,14.81,11.83,31.22,68.11,98.39,24.65,48.21,62.56,0.028,0.028,1,12.0,1,0,2.55,0.61,0,0,0,1,1,13050.0,23.88,0.2915,False,O,▲,15727,▲,O,X,0.29,250,0,1,1,1,24650.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,6.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",18.37933333333333,53.264,1.0,86.8,OK,40.72543256897375,40.72543256897375,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,83.4,83.4,83.4,19.9,19.9,FRESH,0.709,,False,0.428,True,MATURE,5320.0,1.038,1.148,1.038,0.0,0.0,,v22_calibrated,,,,,,True,15.6,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
4,042510,라온시큐어,KOSDAQ,IT/전기전자,13320,145.16,1492.5,0.0,,ARMED,ARMED,2,True,1,False,82.9,82.9,96.6,66.4,88.6,0.0,74.9,83.9,30.2,62.3,1.82,0.0,RR1.8 + 진입적정 + 3축고점 + 대기,0,13320.0,11320.0,16960.0,19310.0,,-0.34,0.72,13365,0.78,특이사항 없음,0,41.65,55.5,9.85,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,소프트웨어 개발 및 공급업,14516284530.0,64.4,71.37,0,0,-1.84,8.82,-2.2,55.24,40.65,37.75,48.67,20.75,1.92,0.161,0.161,1,12.0,1,0,2.96,0.57,0,0,0,1,1,11580.0,-0.34,-0.0401,False,O,▲,13070,▼,O,X,2.43,245,0,1,1,1,22850.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.02,6.0,1.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,7.0463265306122445,31.196632653061226,4.0,88.6,OK,46.61425058010716,46.61425058010716,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,82.9,82.9,82.9,19.9,19.9,FRESH,0.719,,False,0.424,True,MATURE,5320.0,1.82,1.131,1.131,0.0,0.0,,v22_calibrated,,,,,,True,27.3,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
5,489790,한화비전,KOSPI,IT/전기전자,83000,847.71,41905.4,0.0,,ARMED,ARMED,2,True,1,False,83.0,83.0,100.0,62.9,89.4,0.0,73.2,84.1,37.1,53.6,1.13,0.0,RR1.1 + 진입적정 + 3축고점 + 대기,0,83000.0,74600.0,92500.0,95700.0,,-0.42,1.21,78262,-1.83,특이사항 없음,0,9.69,53.0,1.68,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,통신 및 방송 장비 제조업,84770827700.0,62.7,25.09,0,0,-7.47,-4.05,-3.04,16.25,29.49,86.52,9.68,9.59,50.69,0.204,0.204,0,12.0,1,0,2.7,0.57,0,0,0,1,1,71770.0,6.05,-0.0171,False,O,▲,87762,▲,X,X,-0.78,250,0,1,1,1,97900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.12,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,SWING_60D,60,0.0,통신 및 방송 장비 제조업,7.0463265306122445,31.196632653061226,4.0,89.4,OK,59.091910781156884,59.091910781156884,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,pullback,85.4,7.0,60,20260507,20260507,,83.0,83.0,83.0,19.9,19.9,FRESH,0.688,,False,0.425,True,MATURE,5320.0,1.131,1.135,1.131,0.0,0.0,,v22_calibrated,,,,,,True,11.4,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
6,003530,한화투자증권,KOSPI,서비스 기타,8490,818.44,18215.1,0.0,,ARMED,ARMED,2,True,1,False,81.6,81.6,97.9,65.8,80.7,0.0,72.8,81.5,32.1,59.9,1.38,0.0,RR1.4 + 진입적정 + 3축고점 + 대기,0,8490.0,7480.0,9880.0,10300.0,,0.83,1.57,8127,15.6,특이사항 없음,0,9.06,62.8,10.15,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,금융 지원 서비스업,81844093460.0,83.1,28.52,0,0,-9.39,6.26,9.41,29.03,26.72,69.12,22.46,6.82,33.29,0.138,0.138,1,12.0,1,0,2.15,0.54,0,0,0,1,1,7424.0,4.46,0.2471,False,O,▲,8317,▲,O,X,-1.17,250,0,1,1,1,11510.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.9,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,금융 지원 서비스업,3.9708571428571426,20.20542857142857,9.0,80.7,OK,52.5,52.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,81.6,81.6,81.6,19.9,19.9,FRESH,0.681,,False,0.414,True,MATURE,5320.0,1.376,1.089,1.089,0.0,0.0,,v22_calibrated,,,,,,True,16.4,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
7,006800,미래에셋증권,KOSPI,서비스 기타,79000,5408.77,442057.8,0.0,,ARMED,ARMED,2,True,1,False,77.8,77.8,60.5,100.0,67.9,0.0,72.2,76.1,39.5,50.6,0.98,0.0,진입적정 + 대기,0,79000.0,70000.0,87800.0,95000.0,,1.31,1.66,66339,247.3,특이사항 없음,0,0.47,62.9,13.24,TIMING 강점,AI 보조,5일 급등,스퀴즈/품질 대기,CAUTION,42.9,금융 지원 서비스업,540877390350.0,65.1,25.56,0,0,-5.73,15.33,14.83,28.46,54.97,243.48,21.89,35.07,207.65,0.011,0.011,1,11.5,0,0,2.1,0.62,0,0,0,1,1,65860.0,19.08,0.4871,False,O,▲,71475,▲,O,X,-1.19,250,0,1,1,1,99800.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,11.39,4.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,금융 지원 서비스업,3.9708571428571426,20.20542857142857,9.0,67.9,OK,79.5,79.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,77.8,77.8,77.8,19.9,19.9,FRESH,0.67,,False,0.383,True,MATURE,5320.0,0.978,0.964,0.964,0.0,0.0,,v22_calibrated,,,,,,True,11.1,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
8,023160,태광,KOSDAQ,철강·금속,45250,154.88,11704.9,0.0,,ARMED,ARMED,2,True,1,False,79.7,79.7,94.9,64.6,79.3,0.0,71.5,79.6,30.3,62.1,1.66,0.0,RR1.7 + 진입적정 + 대기,0,45250.0,41600.0,51300.0,55000.0,,-1.82,0.79,36631,65.1,특이사항 없음,3,11.57,50.2,0.01,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,1차 철강 제조업,15487502050.0,59.1,15.24,1,0,1.23,-3.62,1.91,10.5,62.48,86.98,3.93,42.58,51.15,0.049,0.049,1,12.0,0,0,1.68,0.53,0,0,0,1,1,39115.0,23.53,-0.2122,False,O,▲,46456,▼,X,X,2.01,250,0,1,1,1,59000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.07,5.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 철강 제조업,3.094583333333333,29.796666666666667,6.0,79.3,OK,32.894395389089325,32.894395389089325,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,pullback,87.0,7.0,60,20260507,20260507,,79.7,79.7,79.7,19.9,19.9,FRESH,0.657,,False,0.399,True,MATURE,5320.0,1.658,1.026,1.026,0.0,0.0,,v22_calibrated,,,,,,True,13.4,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
9,025820,이구산업,KOSPI,철강·금속,6020,88.07,2013.2,0.0,,ARMED,ARMED,2,True,1,False,85.8,85.8,100.0,92.5,44.2,0.0,71.1,78.9,55.8,30.2,1.28,0.0,RR1.3 + 진입적정 + 대기,0,6020.0,5370.0,6850.0,7220.0,,1.02,1.13,5715,1.59,특이사항 없음,0,6.75,56.9,7.21,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,42.9,1차 비철금속 제조업,8807297800.0,74.1,27.94,0,0,-6.08,6.93,11.69,23.23,2.91,24.38,16.66,-16.99,-11.45,0.119,0.119,1,11.3,1,0,2.04,0.56,0,0,0,1,1,5480.0,5.32,0.2291,False,O,▲,6100,▲,X,X,1.87,250,0,1,1,1,7480.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,10.8,6.0,1.3,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 비철금속 제조업,3.094583333333333,29.796666666666667,6.0,44.2,OK,68.60202861222926,68.60202861222926,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,85.8,85.8,85.8,19.9,19.9,FRESH,0.65,,False,0.447,True,MATURE,5320.0,1.277,1.2,1.2,0.0,0.0,,v22_calibrated,,,,,,True,13.8,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
10,044490,태웅,KOSDAQ,기타,53800,138.81,10764.0,0.0,,ARMED,ARMED,2,True,1,False,79.4,79.4,98.7,58.8,82.1,0.0,69.0,79.9,39.9,50.1,1.03,0.0,RR1.0 + 진입적정 + 대기,0,53800.0,46550.0,61300.0,67500.0,,0.12,0.69,46486,8.07,특이사항 없음,0,4.81,54.4,6.07,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,42.9,기타 금속 가공제품 제조업,13881012150.0,59.8,31.4,0,0,-3.93,1.89,12.55,17.98,67.34,104.95,11.41,47.44,69.12,0.091,0.091,1,12.0,1,0,2.34,0.57,0,0,0,1,1,46185.0,15.73,0.0224,False,O,▲,56258,▲,X,X,1.96,250,0,1,1,1,70600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,13.48,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 금속 가공제품 제조업,1.9008035714285714,17.118303571428573,10.0,82.1,OK,40.851087965064735,40.851087965064735,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260507,20260507,,79.4,79.4,79.4,19.9,19.9,FRESH,0.612,,False,0.396,True,MATURE,5320.0,1.034,1.017,1.017,0.0,0.0,,v22_calibrated,,,,,,True,13.9,,ELITE_SCORE,MATURE,5320,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
