종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,285000,291000,282000,298000
000660,SK하이닉스,KOSPI,2180000,2296000,2166000,2305000
402340,SK스퀘어,KOSPI,1409000,1437000,1351000,1439000
005935,삼성전자우,KOSPI,194300,194100,186500,199300
009150,삼성전기,KOSPI,1584000,1599000,1531000,1638000
005380,현대차,KOSPI,457500,448000,447500,468000
373220,LG에너지솔루션,KOSPI,326000,323000,321500,333000
032830,삼성생명,KOSPI,340500,332500,329000,347000
105560,KB금융,KOSPI,184400,179900,175000,189900
207940,삼성바이오로직스,KOSPI,1395000,1350000,1333000,1415000
028260,삼성물산,KOSPI,391500,392000,384000,404000
000270,기아,KOSPI,147500,147400,145500,152000
329180,HD현대중공업,KOSPI,504000,510000,500000,524000
055550,신한지주,KOSPI,109200,106000,104300,111800
034020,두산에너빌리티,KOSPI,78100,74700,74300,79900
012450,한화에어로스페이스,KOSPI,967000,949000,920000,976000
034730,SK,KOSPI,657000,644000,632000,668000
012330,현대모비스,KOSPI,488000,469500,466500,500000
068270,셀트리온,KOSPI,175200,174200,172700,179200
086790,하나금융지주,KOSPI,128500,124800,122900,131000
006400,삼성SDI,KOSPI,434000,406000,406000,442500
267260,HD현대일렉트릭,KOSPI,851000,841000,833000,873000
010120,LS ELECTRIC,KOSPI,202500,197000,195400,206000
035420,NAVER,KOSPI,191300,186300,186300,194600
066570,LG전자,KOSPI,182400,179700,178100,186300
000810,삼성화재,KOSPI,648000,617000,616000,669000
298040,효성중공업,KOSPI,2924000,2934000,2821000,2989000
042660,한화오션,KOSPI,81300,79600,79600,83900
005490,POSCO홀딩스,KOSPI,313500,304000,304000,320500
009540,HD한국조선해양,KOSPI,340500,329500,328000,349500
006800,미래에셋증권,KOSPI,42200,40800,40800,43500
015760,한국전력,KOSPI,36200,35800,35800,37200
316140,우리금융지주,KOSPI,31450,31100,30500,32900
000150,두산,KOSPI,1382000,1250000,1233000,1445000
010130,고려아연,KOSPI,1043000,1028000,1028000,1093000
042700,한미반도체,KOSPI,222000,224000,211000,228000
010140,삼성중공업,KOSPI,22350,21400,21250,22700
064350,현대로템,KOSPI,178900,162200,162200,184600
138040,메리츠금융지주,KOSPI,115000,113900,111900,117300
017670,SK텔레콤,KOSPI,88700,89600,88200,90300
051910,LG화학,KOSPI,264000,259500,259000,275500
011200,HMM,KOSPI,19740,19540,19540,20100
033780,KT&G,KOSPI,173500,180000,173000,181800
011070,LG이노텍,KOSPI,742000,753000,723000,768000
096770,SK이노베이션,KOSPI,102900,100500,99600,108200
196170,알테오젠,KOSDAQ GLOBAL,324000,300000,298500,332000
024110,기업은행,KOSPI,21250,20800,20750,21750
079550,LIG디펜스앤에어로스페이스,KOSPI,749000,695000,688000,760000
267250,HD현대,KOSPI,199500,198500,191700,206500
035720,카카오,KOSPI,35350,34150,34150,36350
018260,삼성에스디에스,KOSPI,199600,194500,194500,204000
003550,LG,KOSPI,101300,102200,100600,106800
010950,S-Oil,KOSPI,132100,132700,129200,134800
086280,현대글로비스,KOSPI,191600,191300,190000,200000
047810,한국항공우주,KOSPI,144300,150000,144300,151100
278470,에이피알,KOSPI,375000,369000,366000,384000
030200,KT,KOSPI,54200,57400,54200,57500
272210,한화시스템,KOSPI,71700,65500,65500,73000
003670,포스코퓨처엠,KOSPI,151800,148200,148200,159400
071050,한국금융지주,KOSPI,239000,228000,227500,245750
307950,현대오토에버,KOSPI,452000,440500,440500,468000
000720,현대건설,KOSPI,107200,100200,99600,110000
247540,에코프로비엠,KOSDAQ GLOBAL,121600,113800,113800,123400
086520,에코프로,KOSDAQ GLOBAL,85800,80800,80800,87100
005940,NH투자증권,KOSPI,31600,29800,29600,32200
259960,크래프톤,KOSPI,238000,246000,238000,250000
323410,카카오뱅크,KOSPI,22900,21800,21500,23050
006260,LS,KOSPI,329000,326500,323000,339500
005830,DB손해보험,KOSPI,155800,149000,146200,162400
016360,삼성증권,KOSPI,112000,108600,107700,117400
003490,대한항공,KOSPI,26750,27300,26700,28050
0126Z0,삼성에피스홀딩스,KOSPI,384500,371500,371500,392500
