종목코드,종목명
005930,삼성전자
000660,SK하이닉스
005935,삼성전자우
402340,SK스퀘어
009150,삼성전기
005380,현대차
373220,LG에너지솔루션
207940,삼성바이오로직스
028260,삼성물산
105560,KB금융
032830,삼성생명
012450,한화에어로스페이스
000270,기아
055550,신한지주
329180,HD현대중공업
034020,두산에너빌리티
012330,현대모비스
068270,셀트리온
006400,삼성SDI
034730,SK
086790,하나금융지주
035420,NAVER
066570,LG전자
010120,LS ELECTRIC
000810,삼성화재
010130,고려아연
298040,효성중공업
267260,HD현대일렉트릭
005490,POSCO홀딩스
042660,한화오션
009540,HD한국조선해양
316140,우리금융지주
096770,SK이노베이션
017670,SK텔레콤
011200,HMM
015760,한국전력
042700,한미반도체
006800,미래에셋증권
138040,메리츠금융지주
051910,LG화학
033780,KT&G
010140,삼성중공업
018260,삼성에스디에스
000150,두산
196170,알테오젠
003550,LG
267250,HD현대
024110,기업은행
010950,S-Oil
035720,카카오
079550,LIG디펜스앤에어로스페이스
278470,에이피알
003670,포스코퓨처엠
086280,현대글로비스
064350,현대로템
011070,LG이노텍
272210,한화시스템
030200,KT
047810,한국항공우주
307950,현대오토에버
086520,에코프로
005830,DB손해보험
000720,현대건설
247540,에코프로비엠
078930,GS
003230,삼양식품
259960,크래프톤
323410,카카오뱅크
071050,한국금융지주
005940,NH투자증권
003490,대한항공
047050,포스코인터내셔널
443060,HD현대마린솔루션
0126Z0,삼성에피스홀딩스
006260,LS
028050,삼성E&A
277810,레인보우로보틱스
161390,한국타이어앤테크놀로지
090430,아모레퍼시픽
180640,한진칼
016360,삼성증권
036930,주성엔지니어링
352820,하이브
007660,이수페타시스
009830,한화솔루션
039490,키움증권
064400,LG씨엔에스
128940,한미약품
021240,코웨이
005387,현대차2우B
326030,SK바이오팜
000100,유한양행
047040,대우건설
032640,LG유플러스
267270,HD건설기계
377300,카카오페이
000880,한화
241560,두산밥캣
029780,삼성카드
001440,대한전선
240810,원익IPS
353200,대덕전자
175330,JB금융지주
271560,오리온
062040,산일전기
028300,HLB
010060,OCI홀딩스
066970,엘앤에프
058470,리노공업
036570,NC
039030,이오테크닉스
034220,LG디스플레이
051900,LG생활건강
000500,가온전선
088980,맥쿼리인프라
005385,현대차우
088350,한화생명
454910,두산로보틱스
138930,BNK금융지주
214450,파마리서치
001450,현대해상
087010,펩트론
298380,에이비엘바이오
011790,SKC
000250,삼천당제약
222800,심텍
002380,KCC
008930,한미사이언스
141080,리가켐바이오
000990,DB하이텍
004170,신세계
082740,한화엔진
004020,현대제철
001040,CJ
319660,피에스케이
108490,로보티즈
018880,한온시스템
403870,HPSP
085620,미래에셋생명
052690,한전기술
161890,한국콜마
028670,팬오션
036460,한국가스공사
111770,영원무역
095340,ISC
192820,코스맥스
257720,실리콘투
103590,일진전기
251270,넷마블
145020,휴젤
022100,포스코DX
009420,한올바이오파마
084370,유진테크
440110,파두
035250,강원랜드
310210,보로노이
011780,금호석유화학
012750,에스원
302440,SK바이오사이언스
031210,서울보증보험
214370,케어젠
483650,달바글로벌
006360,GS건설
017800,현대엘리베이터
097950,CJ제일제당
007340,DN오토모티브
004370,농심
023530,롯데쇼핑
131290,티에스이
139130,iM금융지주
375500,DL이앤씨
450080,에코프로머티
347850,디앤디파마텍
026960,동서
004800,효성
095610,테스
357780,솔브레인
336260,두산퓨얼셀
319400,현대무벡스
001720,신영증권
064760,티씨케이
003690,코리안리
489790,한화비전
282330,BGF리테일
080220,제주반도체
005850,에스엘
383220,F&F
178320,서진시스템
204320,HL만도
031980,피에스케이홀딩스
011170,롯데케미칼
103140,풍산
004990,롯데지주
237690,에스티팜
067310,하나마이크론
181710,NHN
000240,한국앤컴퍼니
007070,GS리테일
279570,케이뱅크
081660,미스토홀딩스
009970,영원무역홀딩스
014680,한솔케미칼
030000,제일기획
214150,클래시스
018670,SK가스
226950,올릭스
005440,현대지에프홀딩스
005290,동진쎄미켐
058610,에스피지
073240,금호타이어
010170,대한광통신
032820,우리기술
002790,아모레퍼시픽홀딩스
263750,펄어비스
069960,현대백화점
139480,이마트
112610,씨에스윈드
051600,한전KPS
140410,메지온
457190,이수스페셜티케미컬
068760,셀트리온제약
462870,시프트업
098460,고영
140860,파크시스템스
439260,대한조선
475150,SK이터닉스
950160,코오롱티슈진
089030,테크윙
083650,비에이치아이
395400,SK리츠
071970,HD현대마린엔진
020150,롯데에너지머티리얼즈
006040,동원산업
000120,CJ대한통운
096530,씨젠
0009K0,에임드바이오
089860,롯데렌탈
008770,호텔신라
023590,다우기술
041510,에스엠
011210,현대위아
000155,두산우
060370,LS마린솔루션
475830,오름테라퓨틱
001800,오리온홀딩스
089970,브이엠
006280,녹십자
007390,네이처셀
097230,HJ중공업
00680K,미래에셋증권2우B
120110,코오롱인더
001430,세아베스틸지주
241710,코스메카코리아
030530,원익홀딩스
001120,LX인터내셔널
039200,오스코텍
323280,태성
020560,아시아나항공
131970,두산테스나
069620,대웅제약
294870,IPARK현대산업개발
035900,JYP Ent.
322000,HD현대에너지솔루션
082920,비츠로셀
078600,대주전자재료
298020,효성티앤씨
290650,엘앤씨바이오
001740,SK네트웍스
009155,삼성전기우
007310,오뚜기
005070,코스모신소재
007810,코리아써키트
420770,기가비스
043260,성호전자
229640,LS에코에너지
093370,후성
183300,코미코
082640,동양생명
281820,케이씨텍
012630,HDC
127120,제이에스링크
361610,SK아이이테크놀로지
195940,HK이노엔
192080,더블유게임즈
415640,KB발해인프라
003540,대신증권
218410,RFHIC
003380,하림지주
000815,삼성화재우
280360,롯데웰푸드
300720,한일시멘트
347700,스피어
066575,LG전자우
004000,롯데정밀화학
017960,한국카본
030610,교보증권
330590,롯데리츠
000080,하이트진로
204270,제이앤티씨
003530,한화투자증권
496320,본시스템즈
032350,롯데관광개발
437730,삼현
006340,대원전선
166090,하나머티리얼즈
192400,쿠쿠홀딩스
003240,태광산업
451800,한화리츠
003570,SNT다이내믹스
003090,대웅
