종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,220000,238500,218500,240000
000660,SK하이닉스,KOSPI,1550000,1662000,1550000,1674000
005935,삼성전자우,KOSPI,158200,167100,157000,170900
402340,SK스퀘어,KOSPI,925000,1007000,916000,1018000
009150,삼성전기,KOSPI,1114000,1211000,1085000,1226000
005380,현대차,KOSPI,364000,386500,359000,390500
373220,LG에너지솔루션,KOSPI,314000,328000,308000,328500
207940,삼성바이오로직스,KOSPI,1549000,1533000,1512000,1575000
105560,KB금융,KOSPI,165200,171000,163700,174200
032830,삼성생명,KOSPI,285000,296000,276000,296000
028260,삼성물산,KOSPI,305000,320500,295500,320500
055550,신한지주,KOSPI,100900,102500,99700,105400
000270,기아,KOSPI,121800,126000,121100,127300
329180,HD현대중공업,KOSPI,451000,476000,445500,476000
012450,한화에어로스페이스,KOSPI,875000,876000,857000,900000
034020,두산에너빌리티,KOSPI,64700,68700,64000,68900
068270,셀트리온,KOSPI,177400,178000,176000,186400
012330,현대모비스,KOSPI,440000,443500,420500,447000
034730,SK,KOSPI,541000,581000,521000,583000
086790,하나금융지주,KOSPI,123000,126900,121100,129500
035420,NAVER,KOSPI,210000,218500,208500,232000
006400,삼성SDI,KOSPI,382000,412000,378500,416500
000810,삼성화재,KOSPI,609000,634000,607000,635000
010120,LS ELECTRIC,KOSPI,175500,188500,174600,188900
066570,LG전자,KOSPI,157500,165100,155300,167900
267260,HD현대일렉트릭,KOSPI,705000,764000,690000,764000
009540,HD한국조선해양,KOSPI,354000,365500,351500,374000
042660,한화오션,KOSPI,81000,85100,80400,85100
005490,POSCO홀딩스,KOSPI,299000,309000,293000,310000
316140,우리금융지주,KOSPI,31750,32600,31350,33550
298040,효성중공업,KOSPI,2324000,2490000,2280000,2502000
015760,한국전력,KOSPI,33650,35650,33150,35800
010130,고려아연,KOSPI,950000,1007000,933000,1007000
138040,메리츠금융지주,KOSPI,118100,124500,117100,124500
096770,SK이노베이션,KOSPI,112700,114000,110100,118700
011200,HMM,KOSPI,20000,20200,19800,20500
033780,KT&G,KOSPI,181700,183100,180300,184900
006800,미래에셋증권,KOSPI,33050,35250,32500,35350
010140,삼성중공업,KOSPI,20700,21850,20000,22050
017670,SK텔레콤,KOSPI,82200,92100,80600,92100
042700,한미반도체,KOSPI,179500,190600,178600,192700
051910,LG화학,KOSPI,240500,253000,236500,254500
000150,두산,KOSPI,1046000,1129000,1023000,1196000
024110,기업은행,KOSPI,20400,20950,20200,21150
196170,알테오젠,KOSDAQ GLOBAL,296500,305500,287500,318500
035720,카카오,KOSPI,35650,36400,35250,37100
018260,삼성에스디에스,KOSPI,200500,210500,198600,214000
267250,HD현대,KOSPI,194600,203000,193100,207500
079550,LIG디펜스앤에어로스페이스,KOSPI,697000,680000,657000,707000
010950,S-Oil,KOSPI,129500,136000,127200,138550
086280,현대글로비스,KOSPI,190800,197200,189000,200000
