종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,296000,307000,286000,310000
000660,SK하이닉스,KOSPI,2201000,2289000,2080000,2343000
402340,SK스퀘어,KOSPI,1356000,1446000,1287000,1502000
005935,삼성전자우,KOSPI,199300,207000,193500,214000
009150,삼성전기,KOSPI,1648000,1791000,1602000,1852000
005380,현대차,KOSPI,479500,494000,460500,495500
373220,LG에너지솔루션,KOSPI,332000,350000,323000,352000
032830,삼성생명,KOSPI,375000,385500,359500,392500
028260,삼성물산,KOSPI,424500,446500,409500,450500
207940,삼성바이오로직스,KOSPI,1422000,1391000,1376000,1426000
105560,KB금융,KOSPI,173200,171000,168500,176900
000270,기아,KOSPI,153700,157700,147200,159100
329180,HD현대중공업,KOSPI,552000,558000,524000,564000
012450,한화에어로스페이스,KOSPI,1122000,1141000,1050000,1142000
034020,두산에너빌리티,KOSPI,81600,83900,78900,84500
055550,신한지주,KOSPI,108600,107300,105800,109500
034730,SK,KOSPI,626000,650000,600000,661500
012330,현대모비스,KOSPI,495000,506000,473500,506000
068270,셀트리온,KOSPI,178200,174600,172700,178500
006400,삼성SDI,KOSPI,445000,451500,431500,457000
086790,하나금융지주,KOSPI,126900,124200,123000,126900
267260,HD현대일렉트릭,KOSPI,899000,920000,876000,926000
035420,NAVER,KOSPI,197200,194600,193100,199400
010120,LS ELECTRIC,KOSPI,206000,216000,198200,217000
066570,LG전자,KOSPI,189100,182000,175000,189100
000810,삼성화재,KOSPI,682000,669000,663000,688000
042660,한화오션,KOSPI,89800,92800,87000,93800
298040,효성중공업,KOSPI,2902000,3088000,2854000,3113000
009540,HD한국조선해양,KOSPI,360500,358500,342500,362500
005490,POSCO홀딩스,KOSPI,315500,320500,306500,321000
015760,한국전력,KOSPI,38200,38550,37400,38600
006800,미래에셋증권,KOSPI,42600,43900,40800,44350
316140,우리금융지주,KOSPI,31550,31000,30750,31750
010130,고려아연,KOSPI,1094000,1112000,1050000,1112000
000150,두산,KOSPI,1320000,1410000,1242000,1410000
064350,현대로템,KOSPI,186400,194600,179900,194600
042700,한미반도체,KOSPI,210500,221000,205000,225500
010140,삼성중공업,KOSPI,22450,22950,21800,22950
011070,LG이노텍,KOSPI,814000,849000,776000,864000
138040,메리츠금융지주,KOSPI,114400,112200,111000,114700
