종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,208500,200500,199700,209000
000660,SK하이닉스,KOSPI,1056000,1000000,999000,1060000
005935,삼성전자우,KOSPI,149100,143900,143500,149250
005380,현대차,KOSPI,545000,536000,530000,545000
373220,LG에너지솔루션,KOSPI,383500,390500,381500,390500
402340,SK스퀘어,KOSPI,630000,612000,608000,637000
207940,삼성바이오로직스,KOSPI,1626000,1600000,1598000,1650000
012450,한화에어로스페이스,KOSPI,1390000,1415000,1362000,1415000
034020,두산에너빌리티,KOSPI,107300,106800,106500,108600
000270,기아,KOSPI,175100,171100,170600,176300
329180,HD현대중공업,KOSPI,590000,596000,578000,598000
105560,KB금융,KOSPI,154700,152400,152300,156300
028260,삼성물산,KOSPI,299000,290500,282000,304500
068270,셀트리온,KOSPI,209500,210500,208000,212000
032830,삼성생명,KOSPI,235000,228500,225000,245500
055550,신한지주,KOSPI,95000,93800,92100,95500
042660,한화오션,KOSPI,132900,133900,130600,134500
006800,미래에셋증권,KOSPI,69900,71000,69300,71300
012330,현대모비스,KOSPI,430000,420500,419000,431000
035420,NAVER,KOSPI,226500,228500,225000,228500
010130,고려아연,KOSPI,1695000,1630000,1618000,1699000
267260,HD현대일렉트릭,KOSPI,974000,959000,954000,976000
009150,삼성전기,KOSPI,464000,462500,450000,465000
006400,삼성SDI,KOSPI,405000,397000,393500,405000
015760,한국전력,KOSPI,49950,48850,48500,50300
086790,하나금융지주,KOSPI,114500,112300,111700,115400
009540,HD한국조선해양,KOSPI,425000,421000,419500,434500
042700,한미반도체,KOSPI,311000,308500,302000,312500
005490,POSCO홀딩스,KOSPI,349500,348500,346000,352750
272210,한화시스템,KOSPI,139800,139000,137100,140700
010140,삼성중공업,KOSPI,29100,29350,28700,29600
034730,SK,KOSPI,352500,345000,345000,353000
298040,효성중공업,KOSPI,2731000,2582000,2581000,2761000
010120,LS ELECTRIC,KOSPI,833000,787000,784000,839000
316140,우리금융지주,KOSPI,33500,33400,32950,33700
035720,카카오,KOSPI,51500,52000,50900,52000
000810,삼성화재,KOSPI,494000,483000,482500,502000
051910,LG화학,KOSPI,320000,314000,312000,324000
267250,HD현대,KOSPI,275500,274000,271000,281500
064350,현대로템,KOSPI,193000,194100,191200,194200
086520,에코프로,KOSDAQ GLOBAL,154000,154000,151400,154500
011200,HMM,KOSPI,21100,21000,20850,21200
138040,메리츠금융지주,KOSPI,115800,112200,111700,117300
