종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,208500,226500,189200,234000
000660,SK하이닉스,KOSPI,1401000,1567000,1246000,1619000
005935,삼성전자우,KOSPI,153400,160100,139600,171000
402340,SK스퀘어,KOSPI,850000,933000,768000,967000
009150,삼성전기,KOSPI,1029000,1146000,926000,1167000
005380,현대차,KOSPI,353500,369500,338500,382000
373220,LG에너지솔루션,KOSPI,300500,316000,290500,319000
207940,삼성바이오로직스,KOSPI,1479000,1544000,1435000,1561000
105560,KB금융,KOSPI,160100,165300,156000,170500
032830,삼성생명,KOSPI,265500,284500,246000,288000
000270,기아,KOSPI,120400,122700,114700,126500
055550,신한지주,KOSPI,98300,100300,95700,103600
028260,삼성물산,KOSPI,285500,305500,262000,312000
329180,HD현대중공업,KOSPI,434000,455500,411500,460000
068270,셀트리온,KOSPI,180000,180100,177300,188800
012450,한화에어로스페이스,KOSPI,810000,862000,783000,878000
012330,현대모비스,KOSPI,445000,450000,426000,470000
034020,두산에너빌리티,KOSPI,60800,66500,57000,66600
034730,SK,KOSPI,489000,532000,450000,552000
086790,하나금융지주,KOSPI,120400,124000,117600,127700
035420,NAVER,KOSPI,201500,213500,194600,213500
006400,삼성SDI,KOSPI,364000,391500,341500,397500
000810,삼성화재,KOSPI,587000,617000,571000,633000
010120,LS ELECTRIC,KOSPI,163800,180000,150500,183300
066570,LG전자,KOSPI,150500,159800,141900,162400
009540,HD한국조선해양,KOSPI,335000,355000,314000,359000
316140,우리금융지주,KOSPI,32050,31850,30900,33350
005490,POSCO홀딩스,KOSPI,288500,300000,275000,303500
042660,한화오션,KOSPI,74600,81000,71300,81700
015760,한국전력,KOSPI,33100,33800,32150,34750
267260,HD현대일렉트릭,KOSPI,586000,701000,538000,707000
138040,메리츠금융지주,KOSPI,117600,118000,115500,123700
010130,고려아연,KOSPI,923000,971000,877000,972000
011200,HMM,KOSPI,20250,20050,19770,21050
033780,KT&G,KOSPI,182600,183600,181400,191500
298040,효성중공업,KOSPI,2006000,2325000,1879000,2345000
096770,SK이노베이션,KOSPI,109500,113000,106200,117250
006800,미래에셋증권,KOSPI,30700,33150,28900,33750
010140,삼성중공업,KOSPI,19400,20900,18440,20900
017670,SK텔레콤,KOSPI,78600,82500,76000,83200
