종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,358500,359500,352000,362500
000660,SK하이닉스,KOSPI,2917000,2865000,2749000,2987000
402340,SK스퀘어,KOSPI,1899000,1953000,1823000,1990000
005935,삼성전자우,KOSPI,235000,225000,222500,240500
009150,삼성전기,KOSPI,1997000,2075000,1965000,2092000
005380,현대차,KOSPI,503000,520000,501000,524000
032830,삼성생명,KOSPI,447000,446500,441000,467500
028260,삼성물산,KOSPI,519000,532000,519000,563000
373220,LG에너지솔루션,KOSPI,352000,371000,352000,374000
207940,삼성바이오로직스,KOSPI,1386000,1383000,1361000,1428000
034730,SK,KOSPI,858000,772000,772000,883000
329180,HD현대중공업,KOSPI,582000,598000,581000,617000
034020,두산에너빌리티,KOSPI,87800,92100,87600,93200
012450,한화에어로스페이스,KOSPI,1069000,1105000,1053000,1112000
000270,기아,KOSPI,139500,142000,138300,144200
105560,KB금융,KOSPI,151900,153900,151400,156400
012330,현대모비스,KOSPI,513000,529000,508000,533000
055550,신한지주,KOSPI,94500,97600,94000,97600
006400,삼성SDI,KOSPI,481000,501000,479000,512000
068270,셀트리온,KOSPI,173100,171000,170600,180300
267260,HD현대일렉트릭,KOSPI,950000,980000,950000,999000
066570,LG전자,KOSPI,203000,210000,200500,210500
010120,LS ELECTRIC,KOSPI,219000,235500,218500,236000
042660,한화오션,KOSPI,105600,109300,105600,116400
035420,NAVER,KOSPI,199700,202500,199500,208000
086790,하나금융지주,KOSPI,114000,115300,114000,117700
298040,효성중공업,KOSPI,3280000,3482000,3280000,3573000
000810,삼성화재,KOSPI,651000,653000,642000,665000
042700,한미반도체,KOSPI,273000,284000,266000,287000
009540,HD한국조선해양,KOSPI,366000,375500,366000,381000
005490,POSCO홀딩스,KOSPI,323000,332000,322000,334500
015760,한국전력,KOSPI,38800,37900,37550,39350
000150,두산,KOSPI,1508000,1606000,1501000,1637000
006800,미래에셋증권,KOSPI,43450,42700,42250,45500
010130,고려아연,KOSPI,1110000,1110000,1102000,1157000
011070,LG이노텍,KOSPI,953000,1002000,943000,1016000
316140,우리금융지주,KOSPI,29050,29600,29000,29900
010140,삼성중공업,KOSPI,23800,24850,23800,25250
051910,LG화학,KOSPI,285500,300500,285000,305500
196170,알테오젠,KOSDAQ GLOBAL,375000,368000,365000,397500
064350,현대로템,KOSPI,183000,198000,183000,200500
017670,SK텔레콤,KOSPI,91400,91700,90000,92000
033780,KT&G,KOSPI,170500,170900,167900,175200
011200,HMM,KOSPI,18660,19010,18660,19440
138040,메리츠금융지주,KOSPI,102400,105300,101900,105800
079550,LIG디펜스앤에어로스페이스,KOSPI,775000,835000,769000,839000
267250,HD현대,KOSPI,202500,212500,202000,217500
096770,SK이노베이션,KOSPI,94400,98700,94400,101000
024110,기업은행,KOSPI,19950,20150,19950,20400
035720,카카오,KOSPI,34250,34450,34200,35800
003670,포스코퓨처엠,KOSPI,170200,179700,170000,182700
003550,LG,KOSPI,99400,100600,98100,102700
307950,현대오토에버,KOSPI,546000,561000,538000,580000
272210,한화시스템,KOSPI,79000,82200,78900,84400
018260,삼성에스디에스,KOSPI,190600,196100,190000,198300
278470,에이피알,KOSPI,381000,374500,371000,387500
086280,현대글로비스,KOSPI,188100,192400,188100,196100
247540,에코프로비엠,KOSDAQ GLOBAL,144000,152200,142900,156200
047810,한국항공우주,KOSPI,142200,144800,142100,149500
086520,에코프로,KOSDAQ GLOBAL,102000,107700,101400,108800
030200,KT,KOSPI,52000,51800,51800,53800
000720,현대건설,KOSPI,112600,115400,111400,117400
071050,한국금융지주,KOSPI,214000,211500,208000,224000
006260,LS,KOSPI,359500,367500,355500,384000
010950,S-Oil,KOSPI,98200,106600,98200,107500
0126Z0,삼성에피스홀딩스,KOSPI,440000,423500,420500,482000
003490,대한항공,KOSPI,29100,28100,28050,29600
005940,NH투자증권,KOSPI,29100,29100,29100,30650
443060,HD현대마린솔루션,KOSPI,226500,220000,218000,235000
277810,레인보우로보틱스,KOSDAQ,516000,530000,508000,536000
016360,삼성증권,KOSPI,110800,110100,110100,116800
323410,카카오뱅크,KOSPI,20450,20250,20250,21300
259960,크래프톤,KOSPI,208000,222500,208000,223000
005830,DB손해보험,KOSPI,136000,138100,135300,141000
039490,키움증권,KOSPI,337500,325000,323000,348000
003230,삼양식품,KOSPI,1143000,1105000,1095000,1177000
950160,코오롱티슈진,KOSDAQ,100300,102100,99600,103300
047050,포스코인터내셔널,KOSPI,48400,50300,47750,50900
028050,삼성E&A,KOSPI,43200,44600,43000,45400
047040,대우건설,KOSPI,19860,19570,19490,20600
352820,하이브,KOSPI,187700,195500,187200,198500
180640,한진칼,KOSPI,120900,116000,115900,127900
007660,이수페타시스,KOSPI,109600,111500,109200,117700
036930,주성엔지니어링,KOSDAQ GLOBAL,166900,190400,165300,192800
005387,현대차2우B,KOSPI,219500,219000,217500,225000
240810,원익IPS,KOSDAQ GLOBAL,154700,159600,148000,161200
064400,LG씨엔에스,KOSPI,78300,81000,78000,81800
000880,한화,KOSPI,106800,105800,105800,112900
161390,한국타이어앤테크놀로지,KOSPI,59900,63300,59600,63400
062040,산일전기,KOSPI,229500,230000,224500,237000
004170,신세계,KOSPI,741000,720000,712000,760000
326030,SK바이오팜,KOSPI,88600,86200,85100,92400
000990,DB하이텍,KOSPI,158000,158300,150800,165700
058470,리노공업,KOSDAQ GLOBAL,88700,87900,85600,89400
353200,대덕전자,KOSPI,133800,144900,131600,148000
028300,HLB,KOSDAQ,49000,49800,49000,51500
001440,대한전선,KOSPI,33250,34400,33000,35350
021240,코웨이,KOSPI,87000,86600,86400,90700
034220,LG디스플레이,KOSPI,12100,12350,12100,12840
454910,두산로보틱스,KOSPI,92300,97100,91300,98000
078930,GS,KOSPI,64200,66000,64200,67700
032640,LG유플러스,KOSPI,14010,14130,14010,14470
039030,이오테크닉스,KOSDAQ,477000,491500,452500,494500
141080,리가켐바이오,KOSDAQ GLOBAL,155800,151100,150100,161200
241560,두산밥캣,KOSPI,60100,62300,59800,63500
090430,아모레퍼시픽,KOSPI,97700,98100,97600,100600
009830,한화솔루션,KOSPI,33100,34250,33000,35400
000100,유한양행,KOSPI,71300,71900,71200,74550
377300,카카오페이,KOSPI,40950,39000,39000,42400
267270,HD건설기계,KOSPI,115200,119700,114600,123000
011790,SKC,KOSPI,109000,110400,108600,116800
029780,삼성카드,KOSPI,46400,46450,46200,47600
000250,삼천당제약,KOSDAQ,228000,238500,227000,252000
298380,에이비엘바이오,KOSDAQ GLOBAL,95000,97700,95000,102400
088980,맥쿼리인프라,KOSPI,10750,10650,10650,10820
005385,현대차우,KOSPI,219000,216000,216000,224250
138930,BNK금융지주,KOSPI,16300,16610,16200,17050
036570,NC,KOSPI,234500,243000,233500,248000
128940,한미약품,KOSPI,394000,402000,394000,415500
319660,피에스케이,KOSDAQ,170600,181700,164400,183000
000500,가온전선,KOSPI,298500,319500,292500,320000
271560,오리온,KOSPI,124800,126600,124300,127900
023530,롯데쇼핑,KOSPI,170600,179600,169000,185900
222800,심텍,KOSDAQ GLOBAL,126200,124900,123400,133100
001040,CJ,KOSPI,159400,163000,158400,165800
002380,KCC,KOSPI,533000,502000,502000,555000
175330,JB금융지주,KOSPI,23700,23850,23700,24550
440110,파두,KOSDAQ,87500,92100,82600,93000
066970,엘앤에프,KOSPI,107800,113900,105900,116100
069960,현대백화점,KOSPI,195500,194100,193000,210000
403870,HPSP,KOSDAQ GLOBAL,51000,53000,49250,54000
087010,펩트론,KOSDAQ,180000,212000,179900,217000
082740,한화엔진,KOSPI,50200,52200,50000,54300
052690,한전기술,KOSPI,106600,109500,105900,112300
088350,한화생명,KOSPI,4690,4700,4680,4930
095340,ISC,KOSDAQ,191200,197600,186800,204000
010060,OCI홀딩스,KOSPI,211000,217000,208500,223500
018880,한온시스템,KOSPI,3810,4000,3805,4120
347850,디앤디파마텍,KOSDAQ,85000,91300,85000,92400
336260,두산퓨얼셀,KOSPI,57600,56800,56500,60800
004020,현대제철,KOSPI,28150,29600,28050,29700
108490,로보티즈,KOSDAQ,256000,263500,248000,275000
084370,유진테크,KOSDAQ,162600,173200,157500,176900
080220,제주반도체,KOSDAQ,108100,123400,105300,123500
214370,케어젠,KOSDAQ,68900,70000,66100,72800
012510,더존비즈온,KOSPI,120000,120000,119200,120500
103590,일진전기,KOSPI,72700,75200,72200,76500
178320,서진시스템,KOSDAQ,53100,56000,50100,56200
310210,보로노이,KOSDAQ,183000,198100,183000,209500
051900,LG생활건강,KOSPI,224000,224000,220500,232500
214450,파마리서치,KOSDAQ GLOBAL,322500,305000,304500,328000
022100,포스코DX,KOSPI,21850,22350,21700,22700
067310,하나마이크론,KOSDAQ,48600,51000,47250,53800
111770,영원무역,KOSPI,72700,71100,71100,74300
450080,에코프로머티,KOSPI,45550,47300,45375,48700
095610,테스,KOSDAQ GLOBAL,166100,179900,163900,184100
145020,휴젤,KOSDAQ,254000,254000,247000,264000
001450,현대해상,KOSPI,35950,35700,35700,37800
085620,미래에셋생명,KOSPI,22550,19820,19500,23100
009420,한올바이오파마,KOSPI,58300,57900,57200,62500
214150,클래시스,KOSDAQ GLOBAL,46550,45050,45050,47450
035250,강원랜드,KOSPI,14160,14500,14160,14550
036460,한국가스공사,KOSPI,32100,32600,32100,33350
251270,넷마블,KOSPI,36000,36650,35650,37150
011780,금호석유화학,KOSPI,116300,121500,115900,123500
302440,SK바이오사이언스,KOSPI,37000,36200,36200,39150
483650,달바글로벌,KOSPI,232000,226000,224500,244000
005290,동진쎄미켐,KOSDAQ,56600,59300,55800,60500
011170,롯데케미칼,KOSPI,67400,69400,66800,70200
004800,효성,KOSPI,171300,180100,169400,187500
226950,올릭스,KOSDAQ GLOBAL,140700,137100,135800,146500
031210,서울보증보험,KOSPI,40800,40900,40550,41550
383220,F&F,KOSPI,74300,74100,73500,76500
064760,티씨케이,KOSDAQ GLOBAL,254500,259000,246000,268000
014680,한솔케미칼,KOSPI,257000,268500,256000,274000
319400,현대무벡스,KOSDAQ,25350,27900,25200,28450
489790,한화비전,KOSPI,55900,55900,55300,60400
017800,현대엘리베이터,KOSPI,70800,72100,70100,73600
031980,피에스케이홀딩스,KOSDAQ,127200,129400,122200,129900
097950,CJ제일제당,KOSPI,179600,190200,179600,191500
001720,신영증권,KOSPI,164400,162500,162500,171800
357780,솔브레인,KOSDAQ GLOBAL,347000,350500,334500,361000
012750,에스원,KOSPI,71000,71900,70400,74500
005850,에스엘,KOSPI,56400,59000,55600,60500
290650,엘앤씨바이오,KOSDAQ,97100,93700,91700,99300
237690,에스티팜,KOSDAQ GLOBAL,122500,120000,119400,124900
139130,iM금융지주,KOSPI,15900,16250,15830,16360
028670,팬오션,KOSPI,4705,4800,4650,4970
279570,케이뱅크,KOSPI,6140,5920,5910,6420
089970,브이엠,KOSDAQ,100000,103800,96300,108600
131290,티에스이,KOSDAQ,218000,257500,216000,265000
375500,DL이앤씨,KOSPI,61900,62000,61300,63800
004990,롯데지주,KOSPI,23750,24100,23650,24650
026960,동서,KOSPI,23250,23500,23250,24000
005440,현대지에프홀딩스,KOSPI,14840,13520,13520,15450
131970,두산테스나,KOSDAQ GLOBAL,119300,123500,116000,126900
204320,HL만도,KOSPI,48950,51600,48550,52300
