종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
032640,LG유플러스,KOSPI,전기 통신업,전기 통신업,IT/전기전자,15290,101.71,65720.8,15290,14530,16420,17550,81.9,68.7,84.2,🔺 Watch (상승 준비),④ 바닥 반등 시도,-4.02,6.62,-10.78,-15.27,-27.74,3,1.0,0.77,0.63,1.0,0.33,0.01,0.76,54.6,50.2,0.67,15209,0.53,,0.5204,0.0302,0.84,-0.07,14537,1,2.69,1,1,1,1,True,1.46,0.0,3.1,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,163,249.2,6.860166666666667,1.0,1.486842105263158,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,11,20251222,20251222,18.37,6.27,3.1,-15.27
000520,삼일제약,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,10360,102.15,2247.3,10360,9490,11660,12960,81.6,69.9,92.1,🔺 Watch (상승 준비),④ 바닥 반등 시도,3.08,4.23,-3.68,-22.53,-30.13,16,1.0,1.0,0.8,1.0,0.5,0.01,0.52,45.5,53.8,-0.22,10801,-4.09,,24.8379,0.2161,3.3,0.92,9495,1,11.78,0,1,1,0,True,0.68,1.87,-4.16,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",2.5,229,237.2,-1.5678947368421052,14.0,1.4942528735632183,0.0,1,🌪️ 16일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,12,20251222,20251222,18.37,6.27,-4.16,-22.53
174900,앱클론,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,39750,216.63,7589.4,39750,36950,43950,48100,80.8,78.5,95.0,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,26.59,285.92,18.1,151.85,267.04,0,1.0,1.0,1.0,1.0,0.75,0.15,0.74,44.4,40.5,1.91,39101,1.66,,-546.2205,0.192,1.36,0.34,32235,1,21.03,0,0,0,1,False,2.32,9.35,158.12,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",2.0,62,246.4,1.0575675675675675,12.0,1.5,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,13,20251222,20251222,18.37,6.27,158.12,151.85
128940,한미약품,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,438000,290.01,56112.1,438000,407000,475000,512000,80.7,72.9,88.7,🔁 MR (반전),③ 박스 / 중립,-1.79,51.3,-8.55,1.3,16.94,6,0.94,0.89,1.0,1.0,0.36,0.25,0.74,55.3,56.2,-0.31,439685,-0.38,,-1603.5013,0.0294,0.7,-2.05,404850,1,9.28,1,1,1,0,True,-2.23,3.91,19.67,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",1.8,5,219.0,-1.5678947368421052,14.0,1.1935483870967742,0.0,1,🌪️ 6일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),3,14,20251222,20251222,18.37,6.27,19.67,1.3
001520,동양,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회, 플라스터 및 그 제품 제조업",기타,843,53.97,2012.1,843,783,932,1021,80.6,67.8,82.3,🔺 Watch (상승 준비),① 강한 상승 추세,3.82,34.66,-2.94,10.73,0.3,21,1.0,1.0,1.0,1.0,0.42,0.0,0.73,55.9,85.8,1.87,897,-6.12,,4.9833,0.0862,0.48,0.55,893,-1,12.18,0,1,1,1,True,1.08,1.81,29.1,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig",1.8,2965,249.9,1.0575675675675675,12.0,1.4833333333333334,0.0,-1,🌪️ 21일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),1,15,20251222,20251222,18.37,6.27,29.1,10.73
131970,두산테스나,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,45650,94.48,8822.9,45250,42050,50000,54800,80.3,72.7,79.2,🔥 SQZ (폭발대기),③ 박스 / 중립,10.13,61.59,1.64,4.0,42.71,1,0.95,1.0,1.0,0.86,0.51,0.0,0.72,50.8,50.3,3.96,43530,4.87,,166.5767,0.1663,1.53,0.89,38930,1,11.39,0,1,1,1,False,8.05,3.63,10.27,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,55,248.9,2.0136363636363637,6.0,1.2083333333333333,0.8839779005524863,1,🌪️ 에너지 응축 시작 (1일차). 🚀 단기 모멘텀 가속. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),3,16,20251222,20251222,18.37,6.27,10.27,4.0
064760,티씨케이,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,반도체,146400,69.9,17092.2,146400,136100,161800,177200,80.2,69.3,80.7,↩️ PULL (눌림),④ 바닥 반등 시도,0.9,41.18,-7.59,-15.73,22.3,4,1.0,1.0,1.0,1.0,0.34,0.0,0.78,46.1,41.0,0.75,142374,2.83,,301.1223,0.0204,0.97,-0.73,157330,-1,8.25,1,1,1,1,False,-0.27,-1.21,-9.46,6,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,17,248.9,4.025,3.0,1.4951456310679612,0.0,-1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,17,20251222,20251222,18.37,6.27,-9.46,-15.73
080220,제주반도체,KOSDAQ,반도체 제조업,반도체 제조업,반도체,19150,89.41,6595.8,19150,17810,21200,23200,79.6,68.5,80.1,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,7.4,19.84,-1.09,-9.65,0.96,1,1.0,1.0,1.0,1.0,0.3,0.0,0.78,50.4,48.3,1.38,18620,2.84,,9.3124,0.004,1.22,0.42,19599,-1,8.48,1,1,1,1,False,1.65,-0.47,-3.38,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,130,248.9,4.025,3.0,1.5298507462686568,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,18,20251222,20251222,18.37,6.27,-3.38,-9.65
042700,한미반도체,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,반도체,127000,3072.1,121046.5,124400,111900,143100,161700,79.6,79.4,74.2,🔥 SQZ (폭발대기),① 강한 상승 추세,6.19,23.42,-0.57,17.9,-10.94,10,0.84,1.0,0.36,0.67,0.46,1.0,0.61,59.4,69.8,5.18,121104,4.87,,446.942,0.1044,2.62,2.36,130310,-1,11.03,0,1,1,1,False,7.17,4.61,36.27,7,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,16,199.0,4.025,3.0,1.0662251655629138,2.090032154340836,-1,🌪️ 10일 연속 응축 중! 폭발 임박. 💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),1,19,20251222,20251222,18.37,6.27,36.27,17.9
353200,대덕전자,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,48100,409.12,23769.5,48100,44700,53200,58300,79.4,90.5,95.0,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,-0.52,175.33,-7.28,51.59,140.97,0,1.0,1.0,1.0,1.0,0.75,0.4,0.77,51.6,54.6,-0.39,46768,2.85,,-519.4687,0.2178,0.61,0.39,41395,1,14.98,0,0,0,0,False,5.02,-1.13,69.96,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,51,245.3,6.860166666666667,1.0,1.5,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (강력 매수),66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),1,20,20251222,20251222,18.37,6.27,69.96,51.59
025980,아난티,KOSDAQ,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타,7820,158.16,7405.5,7820,7270,8480,9140,79.1,60.0,83.9,↩️ PULL (눌림),⑤ 하락 / 약세,11.71,-24.81,3.22,-20.24,-43.69,1,0.95,0.88,1.0,1.0,0.11,0.08,0.6,56.7,51.3,2.94,7613,2.71,,37.1267,-0.0869,2.12,0.49,7190,1,8.02,1,1,1,1,False,1.82,1.56,-13.97,4,,"RSI적정, 20선근접, 거래량↑, MACD>Sig, VWAP상회",1.8,319,249.5,1.0575675675675675,12.0,1.2,0.0,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. ,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),5,21,20251222,20251222,18.37,6.27,-13.97,-20.24
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,12330,99.62,1619.1,12330,11460,13370,14410,79.0,66.5,89.3,↩️ PULL (눌림),② 상승 후 조정,-11.68,63.75,-20.17,50.4,44.87,5,0.94,0.88,1.0,1.0,0.39,0.0,0.69,50.7,72.2,-0.32,12371,-0.33,,-136.6969,-0.1441,0.4,-0.99,9961,1,17.99,0,1,1,0,False,-6.59,-0.24,56.67,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,202,249.1,1.0575675675675675,12.0,1.1954022988505748,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),2,22,20251222,20251222,18.37,6.27,56.67,50.4
006800,미래에셋증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,23000,1997.3,130429.7,22500,20200,25900,29250,79.0,78.0,73.8,🔼 BRK (돌파),④ 바닥 반등 시도,8.49,7.73,1.73,-14.53,-26.63,8,0.82,1.0,0.32,0.65,0.52,1.0,0.63,59.4,78.3,5.32,22311,3.08,,176.4572,0.2161,1.91,0.86,23010,-1,10.66,0,1,1,1,False,7.23,5.02,3.84,7,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,86,193.5,2.0136363636363637,6.0,1.0357142857142858,2.2222222222222223,-1,🌪️ 8일 연속 응축 중! 폭발 임박. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,23,20251222,20251222,18.37,6.27,3.84,-14.53
323410,카카오뱅크,KOSPI,은행 및 저축기관,은행 및 저축기관,인터넷/플랫폼·게임,21950,122.35,104699.4,21950,20700,23450,24900,78.6,60.4,82.6,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,1.62,-30.21,-5.14,-30.04,-64.57,8,0.95,0.72,0.83,1.0,0.24,0.03,0.77,50.0,41.0,1.36,21458,2.29,,51.3459,0.0391,0.99,-0.12,22190,-1,5.62,1,1,1,1,True,1.86,0.23,-11.67,4,,"RSI적정, MACD상승, 20선근접, MACD>Sig, VWAP상회",1.8,113,248.0,1.5133333333333334,8.0,1.2,0.0,-1,🌪️ 8일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),4,24,20251222,20251222,18.37,6.27,-11.67,-30.04
402340,SK스퀘어,KOSPI,기타 금융업,기타 금융업,금융,315000,1090.94,416074.4,311500,289500,344500,377500,78.2,90.8,83.5,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,14.13,78.67,7.37,27.8,44.31,0,0.91,0.98,1.0,0.82,0.53,1.0,0.71,52.8,52.2,4.08,291811,7.95,,-2481.7293,0.1071,0.84,0.25,280300,1,17.16,0,0,0,1,False,7.69,-2.17,46.17,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,8,249.2,4.880833333333333,2.0,1.1568627450980393,1.1235955056179776,1,📉 매도세 우위. 🚀 단기 모멘텀 가속.  (강력 매수),66.5,61.2,71.3,🔥 과열,1.IT/전기전자(+6.9%) / 2.금융(+4.9%) / 3.반도체(+4.0%) / 4.유통·소비재(+3.7%) / 5.자동차·모빌리티(+2.1%),1,25,20251222,20251222,18.37,6.27,46.17,27.8
