종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,299000,298000,297500,302000
000660,SK하이닉스,KOSPI,2052000,2008000,2006000,2087000
402340,SK스퀘어,KOSPI,1181000,1220000,1161000,1241000
005935,삼성전자우,KOSPI,187200,190000,186500,192000
005380,현대차,KOSPI,689000,679000,667000,694000
009150,삼성전기,KOSPI,1572000,1466000,1447000,1610000
373220,LG에너지솔루션,KOSPI,399500,408000,397000,411000
329180,HD현대중공업,KOSPI,745000,696000,689000,763000
034020,두산에너빌리티,KOSPI,112600,114300,111000,115800
032830,삼성생명,KOSPI,348000,367000,344500,373500
028260,삼성물산,KOSPI,411000,438500,408500,447000
207940,삼성바이오로직스,KOSPI,1425000,1431000,1416000,1438000
000270,기아,KOSPI,167000,168400,165500,170500
012450,한화에어로스페이스,KOSPI,1251000,1268000,1241000,1275000
012330,현대모비스,KOSPI,664000,675000,640000,688000
105560,KB금융,KOSPI,157300,160100,157300,162000
006400,삼성SDI,KOSPI,642000,666000,631000,667000
034730,SK,KOSPI,656000,661000,645000,675000
055550,신한지주,KOSPI,96000,98200,95800,99300
068270,셀트리온,KOSPI,195000,202000,195000,202000
010120,LS ELECTRIC,KOSPI,285000,287000,274000,291000
267260,HD현대일렉트릭,KOSPI,1148000,1230000,1145000,1231000
042660,한화오션,KOSPI,134700,126300,123300,139700
066570,LG전자,KOSPI,239500,246000,228000,249000
006800,미래에셋증권,KOSPI,66900,70100,66800,70700
298040,효성중공업,KOSPI,3834000,4080000,3831000,4085000
005490,POSCO홀딩스,KOSPI,442000,457500,440000,459500
086790,하나금융지주,KOSPI,120000,123000,119500,123600
009540,HD한국조선해양,KOSPI,445000,425000,420500,455000
035420,NAVER,KOSPI,200000,205500,199900,207000
042700,한미반도체,KOSPI,329000,328500,317000,333000
010130,고려아연,KOSPI,1444000,1466000,1432000,1490000
000150,두산,KOSPI,1781000,1651000,1649000,1830000
010140,삼성중공업,KOSPI,30450,30300,29850,30950
015760,한국전력,KOSPI,40450,41500,40400,41750
000810,삼성화재,KOSPI,581000,581000,570000,592000
011070,LG이노텍,KOSPI,1068000,935000,933000,1115000
051910,LG화학,KOSPI,351000,359000,349500,361000
064350,현대로템,KOSPI,214000,209000,203500,214000
267250,HD현대,KOSPI,289500,288000,285000,295000
316140,우리금융지주,KOSPI,30950,31800,30550,31950
017670,SK텔레콤,KOSPI,102100,102400,99600,103800
272210,한화시스템,KOSPI,115000,110500,108000,117000
247540,에코프로비엠,KOSDAQ GLOBAL,220000,225000,218000,235500
003670,포스코퓨처엠,KOSPI,240500,249500,240000,250000
096770,SK이노베이션,KOSPI,121700,124800,121300,125500
079550,LIG디펜스앤에어로스페이스,KOSPI,913000,918000,888000,924000
086520,에코프로,KOSDAQ GLOBAL,147000,151300,146700,157700
196170,알테오젠,KOSDAQ GLOBAL,365500,375000,350000,386000
011200,HMM,KOSPI,20200,20800,20150,20800
003550,LG,KOSPI,122700,123600,119400,125000
033780,KT&G,KOSPI,182100,188000,180600,190000
035720,카카오,KOSPI,41450,42300,40950,42350
138040,메리츠금융지주,KOSPI,106500,108900,105600,110700
086280,현대글로비스,KOSPI,236000,242000,233000,244500
307950,현대오토에버,KOSPI,638000,647000,623000,652000
006260,LS,KOSPI,553000,571000,548000,604000
000720,현대건설,KOSPI,152000,157100,149100,160700
024110,기업은행,KOSPI,20850,21050,20750,21150
047810,한국항공우주,KOSPI,169900,168900,164000,172800
018260,삼성에스디에스,KOSPI,201500,198400,193500,205500
