종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,318000,320000,303000,325000
000660,SK하이닉스,KOSPI,2343000,2450000,2292000,2497000
402340,SK스퀘어,KOSPI,1495000,1599000,1465000,1692000
005935,삼성전자우,KOSPI,212500,210000,203000,220500
009150,삼성전기,KOSPI,1828000,1989000,1778000,1997000
005380,현대차,KOSPI,502000,492500,485000,513000
373220,LG에너지솔루션,KOSPI,354500,362000,347500,362500
032830,삼성생명,KOSPI,393500,386500,376500,398500
028260,삼성물산,KOSPI,449500,433500,433500,460000
207940,삼성바이오로직스,KOSPI,1405000,1421000,1373000,1422000
000270,기아,KOSPI,160700,153000,150400,162500
329180,HD현대중공업,KOSPI,583000,585000,562000,606000
105560,KB금융,KOSPI,170900,170200,168500,177000
012450,한화에어로스페이스,KOSPI,1159000,1205000,1125000,1240000
034020,두산에너빌리티,KOSPI,85500,88700,82950,90300
055550,신한지주,KOSPI,107700,107300,106500,110700
034730,SK,KOSPI,667000,689000,650000,710000
012330,현대모비스,KOSPI,515000,495500,489000,528000
068270,셀트리온,KOSPI,175900,183400,174300,185000
006400,삼성SDI,KOSPI,451500,472000,437000,472500
042660,한화오션,KOSPI,116100,112200,109500,123000
086790,하나금융지주,KOSPI,124800,125200,123200,128200
267260,HD현대일렉트릭,KOSPI,929000,952000,888000,953000
010120,LS ELECTRIC,KOSPI,218500,230500,210000,231000
035420,NAVER,KOSPI,196600,196600,194000,201000
066570,LG전자,KOSPI,185700,192000,181400,194500
000810,삼성화재,KOSPI,674000,650000,640000,678000
298040,효성중공업,KOSPI,3117000,3355000,3050000,3368000
009540,HD한국조선해양,KOSPI,365000,366500,349000,374500
005490,POSCO홀딩스,KOSPI,321500,325000,311000,326000
015760,한국전력,KOSPI,39150,38350,37450,39500
006800,미래에셋증권,KOSPI,44750,45000,43000,46800
010130,고려아연,KOSPI,1113000,1118000,1083000,1149000
000150,두산,KOSPI,1410000,1441000,1356000,1503000
316140,우리금융지주,KOSPI,31150,30500,30500,31400
042700,한미반도체,KOSPI,226500,233500,217500,234500
064350,현대로템,KOSPI,195700,200500,193500,209000
010140,삼성중공업,KOSPI,23700,23800,23000,24350
011070,LG이노텍,KOSPI,855000,909000,817000,923000
051910,LG화학,KOSPI,276500,284500,271500,285500
138040,메리츠금융지주,KOSPI,112400,112000,111400,116900
017670,SK텔레콤,KOSPI,86200,86800,83400,87200
011200,HMM,KOSPI,19380,19270,19050,19700
079550,LIG디펜스앤에어로스페이스,KOSPI,815000,816000,773000,853000
033780,KT&G,KOSPI,172600,174700,170500,176700
196170,알테오젠,KOSDAQ GLOBAL,331000,341000,325000,341500
024110,기업은행,KOSPI,21300,21150,21000,21800
267250,HD현대,KOSPI,209000,207000,203000,215500
096770,SK이노베이션,KOSPI,96500,95400,94600,98700
035720,카카오,KOSPI,35600,35500,34850,36300
047810,한국항공우주,KOSPI,161100,161400,156800,166200
003550,LG,KOSPI,101200,101500,100400,105000
272210,한화시스템,KOSPI,80900,77700,77100,87900
018260,삼성에스디에스,KOSPI,193300,197800,190000,199000
086280,현대글로비스,KOSPI,196700,197000,192900,203500
003670,포스코퓨처엠,KOSPI,159500,162600,151400,163800
278470,에이피알,KOSPI,378500,386500,365500,401500
071050,한국금융지주,KOSPI,249500,244000,242000,263500
030200,KT,KOSPI,54500,53500,53500,54500
307950,현대오토에버,KOSPI,494500,501000,480500,515000
010950,S-Oil,KOSPI,116900,109200,109200,116900
000720,현대건설,KOSPI,115000,116400,111600,120200
247540,에코프로비엠,KOSDAQ GLOBAL,121700,124500,117300,125200
005940,NH투자증권,KOSPI,33100,31700,31300,34100
086520,에코프로,KOSDAQ GLOBAL,85500,88000,82900,89300
006260,LS,KOSPI,353000,376000,340500,376500
