종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,307000,321500,306000,323000
000660,SK하이닉스,KOSPI,2243000,2279000,2200000,2358000
402340,SK스퀘어,KOSPI,1276000,1298000,1264000,1337000
005935,삼성전자우,KOSPI,192000,196400,192000,199700
005380,현대차,KOSPI,681000,691000,666000,693000
009150,삼성전기,KOSPI,1630000,1722000,1580000,1734000
373220,LG에너지솔루션,KOSPI,383500,400500,383000,404000
329180,HD현대중공업,KOSPI,744000,749000,720000,765000
032830,삼성생명,KOSPI,354500,365000,350500,370500
034020,두산에너빌리티,KOSPI,108500,114700,108200,114800
028260,삼성물산,KOSPI,410500,439500,406000,444000
000270,기아,KOSPI,164700,167300,162500,169000
012450,한화에어로스페이스,KOSPI,1244000,1262000,1242000,1304000
207940,삼성바이오로직스,KOSPI,1384000,1415000,1375000,1419000
012330,현대모비스,KOSPI,688000,661000,648000,712000
105560,KB금융,KOSPI,153800,157800,153300,158400
006400,삼성SDI,KOSPI,630000,636000,629000,674000
034730,SK,KOSPI,680000,700000,676000,719000
055550,신한지주,KOSPI,95000,96500,94500,97300
068270,셀트리온,KOSPI,194500,193700,191800,197800
042660,한화오션,KOSPI,134900,134000,131500,137800
267260,HD현대일렉트릭,KOSPI,1094000,1166000,1091000,1166000
010120,LS ELECTRIC,KOSPI,261500,282500,260500,282500
066570,LG전자,KOSPI,235000,244000,230000,245500
006800,미래에셋증권,KOSPI,64500,69000,64300,69100
298040,효성중공업,KOSPI,3681000,3893000,3681000,3908000
005490,POSCO홀딩스,KOSPI,423500,440000,422500,442000
086790,하나금융지주,KOSPI,118400,119500,117100,121500
035420,NAVER,KOSPI,198800,199800,197300,202000
009540,HD한국조선해양,KOSPI,440500,445500,436500,460000
042700,한미반도체,KOSPI,319000,350500,312000,354000
010130,고려아연,KOSPI,1396000,1445000,1387000,1445000
000150,두산,KOSPI,1715000,1804000,1710000,1825000
010140,삼성중공업,KOSPI,29450,30050,29350,30250
000810,삼성화재,KOSPI,577000,590000,572000,597000
015760,한국전력,KOSPI,39500,40600,38800,40600
011070,LG이노텍,KOSPI,1044000,1266000,1034000,1295000
051910,LG화학,KOSPI,331000,348500,330500,351500
064350,현대로템,KOSPI,207000,214500,205500,219000
267250,HD현대,KOSPI,285500,285500,282000,302000
316140,우리금융지주,KOSPI,30650,30800,30300,31250
017670,SK텔레콤,KOSPI,100400,101200,99900,102600
307950,현대오토에버,KOSPI,765000,630000,610000,768000
247540,에코프로비엠,KOSDAQ GLOBAL,213500,218000,213000,227500
196170,알테오젠,KOSDAQ GLOBAL,386500,360500,360000,394500
272210,한화시스템,KOSPI,109600,116300,109300,116500
003670,포스코퓨처엠,KOSPI,229000,240000,229000,244000
