종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,275500,274000,266000,281500
000660,SK하이닉스,KOSPI,1745000,1791000,1740000,1823000
005935,삼성전자우,KOSPI,180800,177800,174600,183600
402340,SK스퀘어,KOSPI,1020000,1071000,1008000,1073000
005380,현대차,KOSPI,604000,661000,596000,661000
373220,LG에너지솔루션,KOSPI,400000,411000,389500,416000
009150,삼성전기,KOSPI,987000,1031000,957000,1040000
034020,두산에너빌리티,KOSPI,106000,111000,103900,112900
012450,한화에어로스페이스,KOSPI,1286000,1254000,1252000,1344000
329180,HD현대중공업,KOSPI,598000,621000,590000,639000
032830,삼성생명,KOSPI,312000,314000,307500,325500
207940,삼성바이오로직스,KOSPI,1346000,1375000,1336000,1382000
028260,삼성물산,KOSPI,380500,393500,362500,393500
000270,기아,KOSPI,154900,161700,152100,162600
105560,KB금융,KOSPI,152800,150200,149200,155300
012330,현대모비스,KOSPI,525000,572000,509000,575000
006400,삼성SDI,KOSPI,587000,612000,570000,621000
055550,신한지주,KOSPI,93900,92500,92100,95600
068270,셀트리온,KOSPI,182500,182600,179600,186100
267260,HD현대일렉트릭,KOSPI,1095000,1145000,1059000,1147000
034730,SK,KOSPI,519000,523000,507000,540000
006800,미래에셋증권,KOSPI,66400,70500,65100,70900
010120,LS ELECTRIC,KOSPI,243500,266000,240500,266500
005490,POSCO홀딩스,KOSPI,440500,467000,430000,467500
042660,한화오션,KOSPI,111900,115700,111000,119200
298040,효성중공업,KOSPI,3580000,3751000,3519000,3779000
086790,하나금융지주,KOSPI,115300,114300,114000,118800
066570,LG전자,KOSPI,191700,209500,187400,214000
035420,NAVER,KOSPI,198100,200500,195100,206250
010130,고려아연,KOSPI,1374000,1438000,1337000,1438000
009540,HD한국조선해양,KOSPI,400000,409000,392000,422500
042700,한미반도체,KOSPI,288000,303000,277000,305500
015760,한국전력,KOSPI,39150,37750,37750,39650
010140,삼성중공업,KOSPI,28550,29800,28000,29950
051910,LG화학,KOSPI,350500,369500,341500,369500
000810,삼성화재,KOSPI,551000,566000,547000,579000
000150,두산,KOSPI,1500000,1592000,1467000,1612000
316140,우리금융지주,KOSPI,30300,30550,29850,31200
064350,현대로템,KOSPI,195600,200500,191000,208500
