종목코드,종목명
005930,삼성전자
000660,SK하이닉스
005935,삼성전자우
005380,현대차
373220,LG에너지솔루션
207940,삼성바이오로직스
402340,SK스퀘어
000270,기아
105560,KB금융
034020,두산에너빌리티
329180,HD현대중공업
012450,한화에어로스페이스
068270,셀트리온
028260,삼성물산
055550,신한지주
032830,삼성생명
042660,한화오션
035420,NAVER
012330,현대모비스
015760,한국전력
086790,하나금융지주
006800,미래에셋증권
010130,고려아연
267260,HD현대일렉트릭
005490,POSCO홀딩스
006400,삼성SDI
316140,우리금융지주
009540,HD한국조선해양
000810,삼성화재
035720,카카오
034730,SK
010140,삼성중공업
138040,메리츠금융지주
009150,삼성전기
051910,LG화학
298040,효성중공업
064350,현대로템
024110,기업은행
033780,KT&G
196170,알테오젠
086520,에코프로
011200,HMM
267250,HD현대
003670,포스코퓨처엠
010120,LS ELECTRIC
272210,한화시스템
042700,한미반도체
096770,SK이노베이션
247540,에코프로비엠
086280,현대글로비스
066570,LG전자
017670,SK텔레콤
047810,한국항공우주
352820,하이브
030200,KT
000150,두산
0126Z0,삼성에피스홀딩스
003550,LG
071050,한국금융지주
018260,삼성에스디에스
323410,카카오뱅크
277810,레인보우로보틱스
039490,키움증권
000720,현대건설
005830,DB손해보험
000250,삼천당제약
259960,크래프톤
307950,현대오토에버
010950,S-Oil
047050,포스코인터내셔널
005940,NH투자증권
298380,에이비엘바이오
278470,에이피알
079550,LIG넥스원
090430,아모레퍼시픽
005387,현대차2우B
003490,대한항공
180640,한진칼
016360,삼성증권
003230,삼양식품
161390,한국타이어앤테크놀로지
000880,한화
000100,유한양행
326030,SK바이오팜
377300,카카오페이
009830,한화솔루션
006260,LS
128940,한미약품
443060,HD현대마린솔루션
007660,이수페타시스
950160,코오롱티슈진
058470,리노공업
032640,LG유플러스
029780,삼성카드
064400,LG씨엔에스
138930,BNK금융지주
028300,HLB
267270,HD건설기계
001040,CJ
028050,삼성E&A
078930,GS
175330,JB금융지주
214370,케어젠
454910,두산로보틱스
141080,리가켐바이오
021240,코웨이
241560,두산밥캣
005385,현대차우
001440,대한전선
022100,포스코DX
034220,LG디스플레이
011070,LG이노텍
087010,펩트론
052690,한전기술
088980,맥쿼리인프라
271560,오리온
240810,원익IPS
002380,KCC
251270,넷마블
450080,에코프로머티
018880,한온시스템
036570,엔씨소프트
066970,엘앤에프
082740,한화엔진
039030,이오테크닉스
004020,현대제철
062040,산일전기
140410,메지온
051900,LG생활건강
088350,한화생명
214150,클래시스
011790,SKC
000990,DB하이텍
017800,현대엘리베이터
031210,서울보증보험
035250,강원랜드
111770,영원무역
108490,로보티즈
310210,보로노이
036460,한국가스공사
302440,SK바이오사이언스
004990,롯데지주
011780,금호석유화학
001720,신영증권
347850,디앤디파마텍
095340,ISC
214450,파마리서치
403870,HPSP
004170,신세계
012750,에스원
011170,롯데케미칼
014680,한솔케미칼
103590,일진전기
0009K0,에임드바이오
097950,CJ제일제당
139130,iM금융지주
263750,펄어비스
023530,롯데쇼핑
000120,CJ대한통운
001450,현대해상
068760,셀트리온제약
009970,영원무역홀딩스
145020,휴젤
357780,솔브레인
489790,한화비전
103140,풍산
139480,이마트
319400,현대무벡스
237690,에스티팜
047040,대우건설
457190,이수스페셜티케미컬
058610,에스피지
439260,대한조선
000240,한국앤컴퍼니
026960,동서
009420,한올바이오파마
008930,한미사이언스
353200,대덕전자
081660,미스토홀딩스
010060,OCI홀딩스
071970,HD현대마린엔진
004370,농심
002790,아모레퍼시픽홀딩스
204320,HL만도
028670,팬오션
030530,원익홀딩스
004800,효성
00680K,미래에셋증권2우B
012510,더존비즈온
383220,F&F
041510,에스엠
001430,세아베스틸지주
005290,동진쎄미켐
003690,코리안리
257720,실리콘투
051600,한전KPS
440110,파두
226950,올릭스
084370,유진테크
030000,제일기획
035900,JYP Ent.
023590,다우기술
069960,현대백화점
475830,오름테라퓨틱
005850,에스엘
036930,주성엔지니어링
282330,BGF리테일
290650,엘앤씨바이오
083650,비에이치아이
336260,두산퓨얼셀
192820,코스맥스
064760,티씨케이
011210,현대위아
005440,현대지에프홀딩스
020150,롯데에너지머티리얼즈
067310,하나마이크론
323280,태성
097230,HJ중공업
483650,달바글로벌
018670,SK가스
098460,고영
361610,SK아이이테크놀로지
178320,서진시스템
347700,스피어
003540,대신증권
099320,쎄트렉아이
458870,씨어스테크놀로지
032820,우리기술
000155,두산우
006280,녹십자
073240,금호타이어
065350,신성델타테크
032350,롯데관광개발
069620,대웅제약
462870,시프트업
006040,동원산업
160190,하이젠알앤엠
039200,오스코텍
445680,큐리옥스바이오시스템즈
476830,알지노믹스
007340,DN오토모티브
008770,호텔신라
375500,DL이앤씨
491000,리브스메드
101490,에스앤에스텍
034230,파라다이스
222800,심텍
006360,GS건설
007070,GS리테일
085660,차바이오텍
003570,SNT다이내믹스
017960,한국카본
140860,파크시스템스
112610,씨에스윈드
082270,젬백스
001120,LX인터내셔널
298020,효성티앤씨
120110,코오롱인더
005070,코스모신소재
161890,한국콜마
003380,하림지주
395400,SK리츠
319660,피에스케이
090710,휴림로봇
232140,와이씨
437730,삼현
466100,클로봇
035760,CJ ENM
348370,엔켐
085620,미래에셋생명
007310,오뚜기
020560,아시아나항공
030610,교보증권
031980,피에스케이홀딩스
003530,한화투자증권
080220,제주반도체
281740,레이크머티리얼즈
003090,대웅
038500,삼표시멘트
089030,테크윙
001800,오리온홀딩스
294870,HDC현대산업개발
007390,네이처셀
043260,성호전자
195940,HK이노엔
397030,에이프릴바이오
060370,LS마린솔루션
000500,가온전선
456160,지투지바이오
096530,씨젠
253450,스튜디오드래곤
056080,유진로봇
388720,유일로보틱스
388210,씨엠티엑스
007810,코리아써키트
122870,와이지엔터테인먼트
293490,카카오게임즈
012630,HDC
229640,LS에코에너지
078600,대주전자재료
189300,인텔리안테크
218410,RFHIC
300720,한일시멘트
330590,롯데리츠
077970,STX엔진
000815,삼성화재우
005300,롯데칠성
