종목코드,종목명,시장,종가,시가,저가,고가
000660,SK하이닉스,KOSPI,2919000,2728000,2728000,2945000
005930,삼성전자,KOSPI,353500,343000,342000,363000
402340,SK스퀘어,KOSPI,1970000,1860000,1800000,1987000
005935,삼성전자우,KOSPI,224000,213000,213000,232000
009150,삼성전기,KOSPI,2228000,2215000,2185000,2320000
005380,현대차,KOSPI,581000,599000,581000,600000
373220,LG에너지솔루션,KOSPI,385500,407500,385000,407500
032830,삼성생명,KOSPI,450500,486500,450500,491500
028260,삼성물산,KOSPI,520000,501000,493500,541000
329180,HD현대중공업,KOSPI,636000,667000,630500,674000
034020,두산에너빌리티,KOSPI,94200,95600,94100,97000
207940,삼성바이오로직스,KOSPI,1295000,1374000,1290000,1374000
000270,기아,KOSPI,151400,154500,151100,155700
012450,한화에어로스페이스,KOSPI,1125000,1186000,1122000,1192000
105560,KB금융,KOSPI,157000,158400,155100,158600
034730,SK,KOSPI,730000,725000,712000,750000
012330,현대모비스,KOSPI,569000,599000,568000,600000
055550,신한지주,KOSPI,97500,100000,97400,100400
006400,삼성SDI,KOSPI,533000,564000,530000,570000
068270,셀트리온,KOSPI,168500,168400,166300,169200
267260,HD현대일렉트릭,KOSPI,1033000,1070000,1033000,1082000
066570,LG전자,KOSPI,227500,227000,221000,241500
010120,LS ELECTRIC,KOSPI,245000,254500,244500,258500
298040,효성중공업,KOSPI,3834000,3846000,3772000,3940000
042660,한화오션,KOSPI,116500,125100,116300,125200
035420,NAVER,KOSPI,222000,230000,222000,231000
086790,하나금융지주,KOSPI,119700,122900,118000,123000
000810,삼성화재,KOSPI,685000,708000,673000,715000
042700,한미반도체,KOSPI,301500,293500,291000,305500
009540,HD한국조선해양,KOSPI,397500,420000,397500,422000
005490,POSCO홀딩스,KOSPI,346500,356000,345500,356500
011070,LG이노텍,KOSPI,1130000,1144000,1115000,1182000
000150,두산,KOSPI,1631000,1630000,1593000,1690000
006800,미래에셋증권,KOSPI,46100,46400,45100,47150
015760,한국전력,KOSPI,38000,37850,37500,38700
010130,고려아연,KOSPI,1147000,1191000,1144000,1193000
010140,삼성중공업,KOSPI,26200,27200,26200,27550
051910,LG화학,KOSPI,323000,339000,322000,339000
064350,현대로템,KOSPI,203500,211500,203500,215000
316140,우리금융지주,KOSPI,29850,30850,29800,30900
017670,SK텔레콤,KOSPI,94200,95100,92500,95200
196170,알테오젠,KOSDAQ GLOBAL,350500,349500,338000,352500
079550,LIG디펜스앤에어로스페이스,KOSPI,848000,874000,840000,884000
011200,HMM,KOSPI,19550,19660,19500,19940
033780,KT&G,KOSPI,174900,180700,174200,180700
267250,HD현대,KOSPI,224000,231000,222500,233000
138040,메리츠금융지주,KOSPI,105700,108000,104400,109200
307950,현대오토에버,KOSPI,624000,663000,623000,673000
003670,포스코퓨처엠,KOSPI,192000,199100,189500,201000
096770,SK이노베이션,KOSPI,100200,102500,100200,103100
272210,한화시스템,KOSPI,89500,91200,88900,92600
003550,LG,KOSPI,109900,112500,108000,114500
024110,기업은행,KOSPI,20550,21350,20500,21400
247540,에코프로비엠,KOSDAQ GLOBAL,166700,169400,162600,171500
035720,카카오,KOSPI,36800,38250,36800,38500
