종목코드,종목명
005930,삼성전자
000660,SK하이닉스
005935,삼성전자우
005380,현대차
373220,LG에너지솔루션
012450,한화에어로스페이스
402340,SK스퀘어
207940,삼성바이오로직스
034020,두산에너빌리티
105560,KB금융
000270,기아
329180,HD현대중공업
032830,삼성생명
028260,삼성물산
055550,신한지주
068270,셀트리온
009150,삼성전기
006400,삼성SDI
042660,한화오션
267260,HD현대일렉트릭
006800,미래에셋증권
012330,현대모비스
010130,고려아연
086790,하나금융지주
035420,NAVER
005490,POSCO홀딩스
298040,효성중공업
009540,HD한국조선해양
015760,한국전력
010120,LS ELECTRIC
042700,한미반도체
034730,SK
316140,우리금융지주
272210,한화시스템
010140,삼성중공업
051910,LG화학
064350,현대로템
000810,삼성화재
000150,두산
035720,카카오
079550,LIG넥스원
096770,SK이노베이션
011200,HMM
017670,SK텔레콤
000720,현대건설
086520,에코프로
247540,에코프로비엠
267250,HD현대
138040,메리츠금융지주
003670,포스코퓨처엠
033780,KT&G
196170,알테오젠
066570,LG전자
047810,한국항공우주
024110,기업은행
086280,현대글로비스
030200,KT
278470,에이피알
003550,LG
010950,S-Oil
071050,한국금융지주
0126Z0,삼성에피스홀딩스
047050,포스코인터내셔널
000250,삼천당제약
039490,키움증권
005940,NH투자증권
323410,카카오뱅크
005830,DB손해보험
018260,삼성에스디에스
259960,크래프톤
277810,레인보우로보틱스
352820,하이브
307950,현대오토에버
047040,대우건설
003230,삼양식품
028050,삼성E&A
016360,삼성증권
000880,한화
006260,LS
003490,대한항공
007660,이수페타시스
298380,에이비엘바이오
058470,리노공업
011070,LG이노텍
443060,HD현대마린솔루션
005387,현대차2우B
950160,코오롱티슈진
267270,HD건설기계
028300,HLB
326030,SK바이오팜
090430,아모레퍼시픽
161390,한국타이어앤테크놀로지
032640,LG유플러스
180640,한진칼
000100,유한양행
066970,엘앤에프
377300,카카오페이
141080,리가켐바이오
009830,한화솔루션
078930,GS
241560,두산밥캣
128940,한미약품
052690,한전기술
034220,LG디스플레이
029780,삼성카드
087010,펩트론
039030,이오테크닉스
001440,대한전선
240810,원익IPS
001040,CJ
064400,LG씨엔에스
175330,JB금융지주
138930,BNK금융지주
454910,두산로보틱스
021240,코웨이
005385,현대차우
310210,보로노이
088980,맥쿼리인프라
062040,산일전기
271560,오리온
036570,엔씨소프트
004020,현대제철
450080,에코프로머티
214370,케어젠
022100,포스코DX
095340,ISC
002380,KCC
353200,대덕전자
000990,DB하이텍
251270,넷마블
088350,한화생명
018880,한온시스템
103590,일진전기
082740,한화엔진
051900,LG생활건강
489790,한화비전
011170,롯데케미칼
263750,펄어비스
375500,DL이앤씨
011790,SKC
012510,더존비즈온
097950,CJ제일제당
010060,OCI홀딩스
032820,우리기술
035250,강원랜드
017800,현대엘리베이터
111770,영원무역
214150,클래시스
108490,로보티즈
403870,HPSP
043260,성호전자
319400,현대무벡스
011780,금호석유화학
439260,대한조선
012750,에스원
347850,디앤디파마텍
001720,신영증권
004170,신세계
036460,한국가스공사
031210,서울보증보험
226950,올릭스
302440,SK바이오사이언스
357780,솔브레인
145020,휴젤
006360,GS건설
010170,대한광통신
214450,파마리서치
237690,에스티팜
085620,미래에셋생명
0009K0,에임드바이오
004990,롯데지주
014680,한솔케미칼
023530,롯데쇼핑
036930,주성엔지니어링
139130,iM금융지주
028670,팬오션
457190,이수스페셜티케미컬
071970,HD현대마린엔진
257720,실리콘투
440110,파두
084370,유진테크
009970,영원무역홀딩스
178320,서진시스템
083650,비에이치아이
476830,알지노믹스
103140,풍산
112610,씨에스윈드
064760,티씨케이
026960,동서
00680K,미래에셋증권2우B
005290,동진쎄미켐
001450,현대해상
008930,한미사이언스
279570,케이뱅크
017960,한국카본
051600,한전KPS
005850,에스엘
139480,이마트
140410,메지온
218410,RFHIC
004800,효성
222800,심텍
020150,롯데에너지머티리얼즈
336260,두산퓨얼셀
383220,F&F
120110,코오롱인더
319660,피에스케이
068760,셀트리온제약
009420,한올바이오파마
000120,CJ대한통운
097230,HJ중공업
031980,피에스케이홀딩스
000240,한국앤컴퍼니
483650,달바글로벌
204320,HL만도
058610,에스피지
003690,코리안리
001430,세아베스틸지주
004370,농심
192820,코스맥스
018670,SK가스
081660,미스토홀딩스
030000,제일기획
282330,BGF리테일
298020,효성티앤씨
035900,JYP Ent.
023590,다우기술
030530,원익홀딩스
039200,오스코텍
000155,두산우
067310,하나마이크론
011210,현대위아
007340,DN오토모티브
002790,아모레퍼시픽홀딩스
101490,에스앤에스텍
005440,현대지에프홀딩스
475150,SK이터닉스
347700,스피어
082920,비츠로셀
395400,SK리츠
041510,에스엠
089030,테크윙
462870,시프트업
161890,한국콜마
001120,LX인터내셔널
008770,호텔신라
007810,코리아써키트
003540,대신증권
098460,고영
361610,SK아이이테크놀로지
003570,SNT다이내믹스
099320,쎄트렉아이
078600,대주전자재료
007070,GS리테일
475830,오름테라퓨틱
290650,엘앤씨바이오
038500,삼표시멘트
069960,현대백화점
458870,씨어스테크놀로지
322000,HD현대에너지솔루션
005070,코스모신소재
140860,파크시스템스
069620,대웅제약
073240,금호타이어
006040,동원산업
131970,두산테스나
000500,가온전선
006280,녹십자
012630,HDC
085660,차바이오텍
323280,태성
095610,테스
100790,미래에셋벤처투자
232140,와이씨
491000,리브스메드
065350,신성델타테크
127120,제이에스링크
376900,로킷헬스케어
100090,SK오션플랜트
060370,LS마린솔루션
003380,하림지주
003530,한화투자증권
437730,삼현
001800,오리온홀딩스
020560,아시아나항공
007310,오뚜기
030610,교보증권
294870,IPARK현대산업개발
080220,제주반도체
445680,큐리옥스바이오시스템즈
082640,동양생명
034230,파라다이스
183300,코미코
330590,롯데리츠
417200,LS머트리얼즈
195940,HK이노엔
077970,STX엔진
281740,레이크머티리얼즈
000210,DL
229640,LS에코에너지
032350,롯데관광개발
100840,SNT에너지
131290,티에스이
213420,덕산네오룩스
004000,롯데정밀화학
007390,네이처셀
048410,현대바이오
003240,태광산업
