종목코드,종목명
005930,삼성전자
000660,SK하이닉스
402340,SK스퀘어
005935,삼성전자우
009150,삼성전기
005380,현대차
373220,LG에너지솔루션
032830,삼성생명
028260,삼성물산
207940,삼성바이오로직스
329180,HD현대중공업
034730,SK
105560,KB금융
034020,두산에너빌리티
000270,기아
012450,한화에어로스페이스
055550,신한지주
012330,현대모비스
068270,셀트리온
006400,삼성SDI
010120,LS ELECTRIC
267260,HD현대일렉트릭
066570,LG전자
298040,효성중공업
086790,하나금융지주
035420,NAVER
042660,한화오션
000810,삼성화재
005490,POSCO홀딩스
009540,HD한국조선해양
042700,한미반도체
000150,두산
006800,미래에셋증권
015760,한국전력
011070,LG이노텍
010130,고려아연
316140,우리금융지주
010140,삼성중공업
051910,LG화학
196170,알테오젠
017670,SK텔레콤
064350,현대로템
138040,메리츠금융지주
033780,KT&G
011200,HMM
096770,SK이노베이션
024110,기업은행
079550,LIG디펜스앤에어로스페이스
267250,HD현대
003670,포스코퓨처엠
035720,카카오
018260,삼성에스디에스
003550,LG
307950,현대오토에버
086520,에코프로
278470,에이피알
047810,한국항공우주
247540,에코프로비엠
272210,한화시스템
086280,현대글로비스
030200,KT
000720,현대건설
071050,한국금융지주
010950,S-Oil
006260,LS
259960,크래프톤
0126Z0,삼성에피스홀딩스
005940,NH투자증권
003490,대한항공
277810,레인보우로보틱스
443060,HD현대마린솔루션
323410,카카오뱅크
016360,삼성증권
036930,주성엔지니어링
028050,삼성E&A
039490,키움증권
005830,DB손해보험
047050,포스코인터내셔널
007660,이수페타시스
003230,삼양식품
352820,하이브
240810,원익IPS
950160,코오롱티슈진
180640,한진칼
047040,대우건설
161390,한국타이어앤테크놀로지
064400,LG씨엔에스
353200,대덕전자
005387,현대차2우B
062040,산일전기
004170,신세계
000880,한화
028300,HLB
326030,SK바이오팜
001440,대한전선
058470,리노공업
021240,코웨이
000990,DB하이텍
090430,아모레퍼시픽
078930,GS
267270,HD건설기계
032640,LG유플러스
241560,두산밥캣
039030,이오테크닉스
454910,두산로보틱스
009830,한화솔루션
034220,LG디스플레이
319660,피에스케이
000100,유한양행
222800,심텍
298380,에이비엘바이오
029780,삼성카드
377300,카카오페이
141080,리가켐바이오
036570,NC
000250,삼천당제약
138930,BNK금융지주
011790,SKC
271560,오리온
128940,한미약품
005385,현대차우
088980,맥쿼리인프라
023530,롯데쇼핑
175330,JB금융지주
066970,엘앤에프
001040,CJ
403870,HPSP
440110,파두
087010,펩트론
082740,한화엔진
084370,유진테크
002380,KCC
069960,현대백화점
052690,한전기술
095610,테스
010060,OCI홀딩스
088350,한화생명
018880,한온시스템
347850,디앤디파마텍
000500,가온전선
095340,ISC
108490,로보티즈
214450,파마리서치
004020,현대제철
214370,케어젠
336260,두산퓨얼셀
103590,일진전기
080220,제주반도체
012510,더존비즈온
031980,피에스케이홀딩스
310210,보로노이
051900,LG생활건강
178320,서진시스템
067310,하나마이크론
022100,포스코DX
009420,한올바이오파마
145020,휴젤
111770,영원무역
014680,한솔케미칼
450080,에코프로머티
226950,올릭스
251270,넷마블
035250,강원랜드
064760,티씨케이
214150,클래시스
005290,동진쎄미켐
001450,현대해상
383220,F&F
319400,현대무벡스
036460,한국가스공사
004800,효성
031210,서울보증보험
483650,달바글로벌
011780,금호석유화학
357780,솔브레인
085620,미래에셋생명
302440,SK바이오사이언스
097950,CJ제일제당
017800,현대엘리베이터
237690,에스티팜
011170,롯데케미칼
489790,한화비전
012750,에스원
089970,브이엠
131290,티에스이
139130,iM금융지주
001720,신영증권
005850,에스엘
028670,팬오션
375500,DL이앤씨
005440,현대지에프홀딩스
290650,엘앤씨바이오
420770,기가비스
026960,동서
161890,한국콜마
003690,코리안리
020150,롯데에너지머티리얼즈
009155,삼성전기우
279570,케이뱅크
204320,HL만도
007810,코리아써키트
004990,롯데지주
281820,케이씨텍
263750,펄어비스
139480,이마트
000240,한국앤컴퍼니
131970,두산테스나
007340,DN오토모티브
081660,미스토홀딩스
098460,고영
457190,이수스페셜티케미컬
093370,후성
006360,GS건설
009970,영원무역홀딩스
043260,성호전자
030000,제일기획
032820,우리기술
257720,실리콘투
008930,한미사이언스
010170,대한광통신
004370,농심
000155,두산우
001740,SK네트웍스
282330,BGF리테일
00680K,미래에셋증권2우B
051600,한전KPS
071970,HD현대마린엔진
089030,테크윙
439260,대한조선
007070,GS리테일
018670,SK가스
183300,코미코
462870,시프트업
008770,호텔신라
140410,메지온
082920,비츠로셀
035900,JYP Ent.
097230,HJ중공업
068760,셀트리온제약
103140,풍산
120110,코오롱인더
112610,씨에스윈드
058610,에스피지
475150,SK이터닉스
192820,코스맥스
140860,파크시스템스
011210,현대위아
000120,CJ대한통운
083650,비에이치아이
218410,RFHIC
002790,아모레퍼시픽홀딩스
395400,SK리츠
0009K0,에임드바이오
041510,에스엠
030530,원익홀딩스
229640,LS에코에너지
001820,삼화콘덴서
322000,HD현대에너지솔루션
096530,씨젠
023590,다우기술
078600,대주전자재료
020560,아시아나항공
001800,오리온홀딩스
007390,네이처셀
458870,씨어스
001120,LX인터내셔널
006040,동원산업
060370,LS마린솔루션
006280,녹십자
073240,금호타이어
039200,오스코텍
017960,한국카본
192080,더블유게임즈
003540,대신증권
361610,SK아이이테크놀로지
069620,대웅제약
005070,코스모신소재
127120,제이에스링크
323280,태성
475830,오름테라퓨틱
034230,파라다이스
066575,LG전자우
166090,하나머티리얼즈
001430,세아베스틸지주
012630,HDC
415640,KB발해인프라
031330,에스에이엠티
000815,삼성화재우
007310,오뚜기
347700,스피어
195870,해성디에스
101490,에스앤에스텍
294870,IPARK현대산업개발
298020,효성티앤씨
077970,STX엔진
003570,SNT다이내믹스
181710,NHN
195940,HK이노엔
032350,롯데관광개발
004000,롯데정밀화학
030610,교보증권
437730,삼현
082640,동양생명
003380,하림지주
232140,와이씨
204270,제이앤티씨
051915,LG화학우
057050,현대홈쇼핑
003530,한화투자증권
496320,본시스템즈
