종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,349000,319500,319500,354500
000660,SK하이닉스,KOSPI,2363000,2299000,2296000,2398000
005935,삼성전자우,KOSPI,229000,203500,203000,235500
402340,SK스퀘어,KOSPI,1256000,1249000,1210000,1289000
005380,현대차,KOSPI,750000,736000,727000,783000
009150,삼성전기,KOSPI,2005000,2021000,1989000,2086000
373220,LG에너지솔루션,KOSPI,455000,469500,446000,476000
032830,삼성생명,KOSPI,410000,387000,383000,420500
028260,삼성물산,KOSPI,455000,444000,440000,493500
329180,HD현대중공업,KOSPI,684000,700000,684000,719000
012330,현대모비스,KOSPI,761000,770000,742000,822000
034020,두산에너빌리티,KOSPI,106900,109300,106900,114200
000270,기아,KOSPI,169900,170500,167600,174600
207940,삼성바이오로직스,KOSPI,1377000,1356000,1344000,1400000
066570,LG전자,KOSPI,380500,375000,358500,380500
012450,한화에어로스페이스,KOSPI,1138000,1173000,1116000,1243000
105560,KB금융,KOSPI,152100,149100,149100,155500
006400,삼성SDI,KOSPI,652000,679000,650000,679000
034730,SK,KOSPI,657000,661000,655000,690000
055550,신한지주,KOSPI,92600,93200,92600,96200
035420,NAVER,KOSPI,271500,251000,244500,304000
068270,셀트리온,KOSPI,191700,191400,189100,194500
010120,LS ELECTRIC,KOSPI,267000,240000,238500,281500
267260,HD현대일렉트릭,KOSPI,1066000,1054000,1037000,1112000
042660,한화오션,KOSPI,124900,126300,122600,130800
011070,LG이노텍,KOSPI,1530000,1601000,1490000,1788000
000150,두산,KOSPI,2203000,2145000,2123000,2489000
298040,효성중공업,KOSPI,3811000,3665000,3640000,3970000
006800,미래에셋증권,KOSPI,60900,60200,59400,64300
005490,POSCO홀딩스,KOSPI,413000,418000,412000,426000
086790,하나금융지주,KOSPI,113900,114400,113600,118100
010130,고려아연,KOSPI,1375000,1355000,1331000,1409000
009540,HD한국조선해양,KOSPI,404500,419000,404500,427500
018260,삼성에스디에스,KOSPI,362000,323000,314000,388500
042700,한미반도체,KOSPI,293000,289500,285500,299000
000810,삼성화재,KOSPI,604000,579000,570000,632000
307950,현대오토에버,KOSPI,938000,931000,905000,1066000
051910,LG화학,KOSPI,363500,364500,358500,379500
003550,LG,KOSPI,165800,158900,157700,185900
015760,한국전력,KOSPI,38650,38700,38200,39050
010140,삼성중공업,KOSPI,27550,27900,27400,28700
017670,SK텔레콤,KOSPI,112200,103000,100100,120300
064350,현대로템,KOSPI,213000,200000,196200,224500
267250,HD현대,KOSPI,281000,272000,267000,292000
316140,우리금융지주,KOSPI,29400,29700,29400,30550
003670,포스코퓨처엠,KOSPI,231000,241000,230000,242000
247540,에코프로비엠,KOSDAQ GLOBAL,207000,215000,205000,215000
096770,SK이노베이션,KOSPI,116200,118200,115200,121000
196170,알테오젠,KOSDAQ GLOBAL,366000,366500,356000,382500
272210,한화시스템,KOSPI,102000,103100,99700,106850
033780,KT&G,KOSPI,185100,183300,183300,186800
035720,카카오,KOSPI,42700,43000,41300,48500
011200,HMM,KOSPI,19770,19560,19490,20150
138040,메리츠금융지주,KOSPI,106100,102500,102300,108700
086520,에코프로,KOSDAQ GLOBAL,130400,136000,130100,137500
086280,현대글로비스,KOSPI,232500,245000,232000,247000
079550,LIG디펜스앤에어로스페이스,KOSPI,776000,780000,761000,818000
024110,기업은행,KOSPI,20050,20100,20000,20450
278470,에이피알,KOSPI,426500,396000,394500,429500
047810,한국항공우주,KOSPI,163000,165400,162000,173500
000720,현대건설,KOSPI,138900,142500,138300,144100
277810,레인보우로보틱스,KOSDAQ,789000,738000,733000,824000
006260,LS,KOSPI,466000,453000,442000,487500
064400,LG씨엔에스,KOSPI,143700,143100,134700,147900
