종목코드,종목명,시장,종가,시가,저가,고가
000660,SK하이닉스,KOSPI,2555000,2898000,2536000,2943000
005930,삼성전자,KOSPI,310000,347500,310000,353000
402340,SK스퀘어,KOSPI,1832000,1972000,1832000,2189000
005935,삼성전자우,KOSPI,202500,224000,202500,227500
009150,삼성전기,KOSPI,1990000,2219000,1974000,2219000
005380,현대차,KOSPI,511000,582000,508000,583000
032830,삼성생명,KOSPI,425000,455500,425000,503000
373220,LG에너지솔루션,KOSPI,362000,387500,360000,399500
028260,삼성물산,KOSPI,455000,535000,455000,552000
329180,HD현대중공업,KOSPI,588000,645000,588000,654000
207940,삼성바이오로직스,KOSPI,1273000,1300000,1270000,1344000
034020,두산에너빌리티,KOSPI,89200,94000,89000,98700
012450,한화에어로스페이스,KOSPI,1073000,1124000,1064000,1145000
105560,KB금융,KOSPI,153700,157400,151400,163800
000270,기아,KOSPI,137400,150300,137300,151400
034730,SK,KOSPI,705000,762000,701000,830000
055550,신한지주,KOSPI,97700,100400,96500,103700
012330,현대모비스,KOSPI,510000,572000,509000,572000
006400,삼성SDI,KOSPI,469000,534000,469000,547000
068270,셀트리온,KOSPI,160500,167700,160300,169900
010120,LS ELECTRIC,KOSPI,232500,251000,230500,266500
267260,HD현대일렉트릭,KOSPI,949000,1055000,949000,1103000
298040,효성중공업,KOSPI,3616000,3939000,3569000,4169000
066570,LG전자,KOSPI,202000,228500,201000,229000
042660,한화오션,KOSPI,104500,118400,104500,121900
035420,NAVER,KOSPI,202500,219000,201500,220000
086790,하나금융지주,KOSPI,115500,119800,115100,123700
000810,삼성화재,KOSPI,646000,664000,638000,706000
009540,HD한국조선해양,KOSPI,364500,399000,364500,403500
005490,POSCO홀딩스,KOSPI,322000,345500,320000,352000
000150,두산,KOSPI,1531000,1687000,1529000,1768500
042700,한미반도체,KOSPI,258000,296500,258000,299000
006800,미래에셋증권,KOSPI,42150,45800,42000,46500
011070,LG이노텍,KOSPI,991000,1121000,973000,1132000
015760,한국전력,KOSPI,36250,38500,36250,38650
010130,고려아연,KOSPI,1084000,1145000,1080000,1156000
316140,우리금융지주,KOSPI,29450,30800,29300,31500
010140,삼성중공업,KOSPI,24300,26700,24200,27100
064350,현대로템,KOSPI,193600,201500,192900,208000
051910,LG화학,KOSPI,291500,326000,290500,329500
017670,SK텔레콤,KOSPI,89900,97000,89500,97200
033780,KT&G,KOSPI,172600,177200,171000,180300
196170,알테오젠,KOSDAQ GLOBAL,333000,349500,332000,363000
079550,LIG디펜스앤에어로스페이스,KOSPI,809000,840000,806000,879000
011200,HMM,KOSPI,18590,19400,18540,19670
138040,메리츠금융지주,KOSPI,104600,106400,103900,110800
267250,HD현대,KOSPI,211000,224500,210000,226000
024110,기업은행,KOSPI,20250,20700,20100,21050
096770,SK이노베이션,KOSPI,93700,100600,92500,102000
272210,한화시스템,KOSPI,81900,87700,81200,91500
003670,포스코퓨처엠,KOSPI,172900,191800,172000,198100
035720,카카오,KOSPI,34250,36550,34250,37100
307950,현대오토에버,KOSPI,550000,625000,545000,632000
003550,LG,KOSPI,98600,110200,98500,111400
018260,삼성에스디에스,KOSPI,191600,206500,191500,210500
247540,에코프로비엠,KOSDAQ GLOBAL,150900,165400,150400,170800
086280,현대글로비스,KOSPI,186900,205500,186900,207000
086520,에코프로,KOSDAQ GLOBAL,103000,114200,103000,117800
047810,한국항공우주,KOSPI,140400,148200,140000,151800
278470,에이피알,KOSPI,355500,377500,352500,390000
030200,KT,KOSPI,52400,52700,51700,53100
000720,현대건설,KOSPI,115100,127800,114500,128900
071050,한국금융지주,KOSPI,208000,223000,205500,230000
010950,S-Oil,KOSPI,101500,105000,101300,106600
006260,LS,KOSPI,361500,399500,355000,421000
005940,NH투자증권,KOSPI,28750,30650,28750,31600
259960,크래프톤,KOSPI,221500,227000,221000,235000
277810,레인보우로보틱스,KOSDAQ,503000,565000,501000,579000
323410,카카오뱅크,KOSPI,20250,21200,20200,21550
016360,삼성증권,KOSPI,108000,114300,108000,118800
003490,대한항공,KOSPI,25900,27350,25900,27450
0126Z0,삼성에피스홀딩스,KOSPI,383000,407000,381000,414500
443060,HD현대마린솔루션,KOSPI,204500,212500,203000,215000
005830,DB손해보험,KOSPI,139000,139300,139000,147700
047050,포스코인터내셔널,KOSPI,50300,53000,50100,54300
028050,삼성E&A,KOSPI,44850,49600,44800,49700
036930,주성엔지니어링,KOSDAQ GLOBAL,184200,198000,180900,198100
039490,키움증권,KOSPI,321500,339000,320000,353500
352820,하이브,KOSPI,195100,211000,194400,213000
