종목코드,종목명
439260,대한조선
004370,농심
083450,GST
091810,트리니티항공
033240,자화전자
259960,크래프톤
103590,일진전기
383310,에코프로에이치엔
475830,오름테라퓨틱
001430,세아베스틸지주
357880,SKAI
091120,이엠텍
005385,현대차우
010130,고려아연
347700,스피어
323280,태성
267250,HD현대
138080,오이솔루션
004990,롯데지주
047040,대우건설
290660,다이나믹솔루션
282720,금양그린파워
001510,SK증권
027360,아주IB투자
038680,에스넷
399720,가온칩스
067310,하나마이크론
457370,한켐
037440,희림
005880,대한해운
097950,CJ제일제당
077360,덕산하이메탈
282330,BGF리테일
071050,한국금융지주
000880,한화
295310,에이치브이엠
281740,레이크머티리얼즈
059090,미코
004140,동방
103140,풍산
448900,한국피아이엠
042700,한미반도체
298020,효성티앤씨
039200,오스코텍
064400,LG씨엔에스
356680,엑스게이트
055550,신한지주
060370,LS마린솔루션
003530,한화투자증권
290650,엘앤씨바이오
458870,씨어스
003670,포스코퓨처엠
003490,대한항공
336570,원텍
005940,NH투자증권
006140,피제이전자
005850,에스엘
120110,코오롱인더
137950,제이씨케미칼
077970,STX엔진
000250,삼천당제약
241560,두산밥캣
456040,OCI
192080,더블유게임즈
328130,루닛
032640,LG유플러스
122640,예스티
099320,쎄트렉아이
042660,한화오션
336260,두산퓨얼셀
035720,카카오
166090,하나머티리얼즈
002380,KCC
064350,현대로템
443060,HD현대마린솔루션
011930,신성이엔지
033790,피노
039030,이오테크닉스
090360,로보스타
079900,전진건설로봇
348210,넥스틴
012450,한화에어로스페이스
375500,DL이앤씨
088350,한화생명
086900,메디톡스
030200,KT
347850,디앤디파마텍
462350,이노스페이스
228670,레이
358570,지아이이노베이션
183300,코미코
082270,젬백스
388210,씨엠티엑스
001440,대한전선
032350,롯데관광개발
005290,동진쎄미켐
017900,광전자
036010,아비코전자
006360,GS건설
079810,APS이노베이션
126340,비나텍
178320,서진시스템
083650,비에이치아이
174900,앱클론
124500,아이티센글로벌
036460,한국가스공사
000270,기아
085620,미래에셋생명
087010,펩트론
068270,셀트리온
437730,삼현
131370,알서포트
025560,미래산업
006400,삼성SDI
139480,이마트
323410,카카오뱅크
138040,메리츠금융지주
001120,LX인터내셔널
357230,에이치피오
003470,유안타증권
078150,HB테크놀러지
001740,SK네트웍스
483650,달바글로벌
039440,에스티아이
304360,에스바이오메딕스
010120,LS ELECTRIC
267270,HD건설기계
033230,인성정보
051910,LG화학
100840,SNT에너지
417840,저스템
253590,네오셈
032820,우리기술
290690,소룩스
090710,휴림로봇
456160,지투지바이오
218410,RFHIC
047810,한국항공우주
383220,F&F
011780,금호석유화학
003280,흥아해운
006800,미래에셋증권
277810,레인보우로보틱스
001820,삼화콘덴서
039610,화성밸브
329180,HD현대중공업
000990,DB하이텍
036540,SFA반도체
048410,현대바이오
005830,DB손해보험
052690,한전기술
011790,SKC
022100,포스코DX
195870,해성디에스
015760,한국전력
007810,코리아써키트
065440,이루온
140410,메지온
261780,아리바이오랩
000100,유한양행
319400,현대무벡스
131290,티에스이
017960,한국카본
326030,SK바이오팜
025980,아난티
175330,JB금융지주
111770,영원무역
001450,현대해상
090460,비에이치
382150,온코크로스
270660,에브리봇
024060,흥구석유
307950,현대오토에버
208370,셀바스헬스케어
096350,대창솔루션
028050,삼성E&A
009150,삼성전기
489790,한화비전
023900,풍국주정
006110,삼아알미늄
097230,HJ중공업
090430,아모레퍼시픽
003550,LG
084650,랩지노믹스
397030,에이프릴바이오
005070,코스모신소재
018880,한온시스템
332570,PS일렉트로닉스
086280,현대글로비스
200710,에이디테크놀로지
024840,KBI메탈
080220,제주반도체
069540,빛과전자
003720,삼영
950160,코오롱티슈진
007460,에이프로젠
316140,우리금융지주
010820,퍼스텍
043260,성호전자
100090,SK오션플랜트
252990,샘씨엔에스
017800,현대엘리베이터
045390,대아티아이
017670,SK텔레콤
088390,이녹스
036570,NC
100790,미래에셋벤처투자
011070,LG이노텍
213420,덕산네오룩스
232140,와이씨
034020,두산에너빌리티
450080,에코프로머티
046210,HLB파나진
021240,코웨이
417200,LS머트리얼즈
058610,에스피지
012330,현대모비스
482630,삼양엔씨켐
096770,SK이노베이션
206650,유바이오로직스
251270,넷마블
010950,S-Oil
003540,대신증권
051600,한전KPS
377300,카카오페이
000150,두산
005870,휴니드
032830,삼성생명
028300,HLB
000660,SK하이닉스
005490,POSCO홀딩스
052710,아모텍
161890,한국콜마
299660,셀리드
039490,키움증권
007070,GS리테일
354320,알멕
014680,한솔케미칼
145020,휴젤
464080,에스오에스랩
382480,지아이텍
003230,삼양식품
263750,펄어비스
108860,셀바스AI
023530,롯데쇼핑
031330,에스에이엠티
127120,제이에스링크
069260,TKG휴켐스
217590,티엠씨
098460,고영
064290,인텍플러스
37550L,DL이앤씨2우(전환)
00680K,미래에셋증권2우B
317830,에스피시스템스
389500,에스비비테크
000720,현대건설
003690,코리안리
322310,오로스테크놀로지
348370,엔켐
078350,한양디지텍
352820,하이브
310210,보로노이
005380,현대차
041910,폴라리스AI파마
125490,한라캐스트
030000,제일기획
138930,BNK금융지주
066575,LG전자우
089590,제주항공
000210,DL
160980,싸이맥스
024110,기업은행
006220,제주은행
048770,TPC로보틱스
074600,원익QnC
005950,이수화학
356860,티엘비
395400,SK리츠
000240,한국앤컴퍼니
0126Z0,삼성에피스홀딩스
267260,HD현대일렉트릭
007660,이수페타시스
034220,LG디스플레이
321260,프로이천
051900,LG생활건강
388790,라이콤
000810,삼성화재
272210,한화시스템
020560,아시아나항공
336370,솔루스첨단소재
180640,한진칼
373220,LG에너지솔루션
125020,티씨머티리얼즈
204620,글로벌텍스프리
105560,KB금융
020150,롯데에너지머티리얼즈
108490,로보티즈
003160,디아이
353200,대덕전자
092870,엑시콘
112610,씨에스윈드
036200,유니셈
004170,신세계
062040,산일전기
274090,켄코아에어로스페이스
098070,한텍
033780,KT&G
001040,CJ
011170,롯데케미칼
030530,원익홀딩스
010170,대한광통신
081660,미스토홀딩스
452280,한선엔지니어링
242040,나무기술
047050,포스코인터내셔널
298040,효성중공업
402340,SK스퀘어
009540,HD한국조선해양
047770,코데즈컴바인
010140,삼성중공업
203650,드림시큐리티
181710,NHN
128940,한미약품
034730,SK
272110,케이엔제이
001720,신영증권
011210,현대위아
095340,ISC
466100,클로봇
037030,파워넷
078600,대주전자재료
024740,한일단조
192820,코스맥스
100130,동국S&C
454910,두산로보틱스
079550,LIG디펜스앤에어로스페이스
327260,RF머트리얼즈
009830,한화솔루션
121600,나노신소재
445680,큐리옥스바이오시스템즈
013360,일성건설
005387,현대차2우B
031980,피에스케이홀딩스
062970,한국첨단소재
126730,코칩
071090,하이스틸
089030,테크윙
005690,파미셀
049480,오픈베이스
004490,세방전지
006340,대원전선
080580,오킨스전자
010060,OCI홀딩스
005930,삼성전자
066430,아이로보틱스
011200,HMM
139130,iM금융지주
440110,파두
424960,스마트레이더시스템
457190,이수스페셜티케미컬
170920,엘티씨
272450,진에어
257720,실리콘투
028670,팬오션
000155,두산우
388720,유일로보틱스
066570,LG전자
456010,아이씨티케이
420770,기가비스
189300,인텔리안테크
161580,필옵틱스
007340,DN오토모티브
201490,미투온
034230,파라다이스
016360,삼성증권
463020,뉴엔AI
425420,티에프이
028260,삼성물산
000500,가온전선
078930,GS
012750,에스원
376900,로킷헬스케어
093320,케이아이엔엑스
007820,엠엑스로보틱스
009420,한올바이오파마
009155,삼성전기우
271560,오리온
017550,수산세보틱스
004710,한솔테크닉스
001800,오리온홀딩스
348340,뉴로메카
229640,LS에코에너지
005935,삼성전자우
171090,선익시스템
019210,와이지-원
006650,대한유화
033160,엠케이전자
0009K0,에임드바이오
035250,강원랜드
144960,뉴파워프라즈마
007390,네이처셀
079370,제우스
066970,엘앤에프
161390,한국타이어앤테크놀로지
035420,NAVER
006890,태경케미컬
000815,삼성화재우
214370,케어젠
207940,삼성바이오로직스
088980,맥쿼리인프라
104830,원익머트리얼즈
033640,네패스
005090,SGC에너지
018670,SK가스
004800,효성
002720,국제약품
086790,하나금융지주
004020,현대제철
010690,화신
003000,부광약품
006910,보성파워텍
045100,한양이엔지
082740,한화엔진
008770,호텔신라
071970,HD현대마린엔진
108320,LX세미콘
278470,에이피알
050890,쏠리드
102710,이엔에프테크놀로지
254490,미래반도체
006260,LS
041020,폴라리스오피스
425040,티이엠씨
029780,삼성카드
018260,삼성에스디에스
092200,디아이씨
322000,HD현대에너지솔루션
036220,오상헬스케어
