종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,179700,172100,172000,181700
000660,SK하이닉스,KOSPI,922000,890000,880000,934000
005935,삼성전자우,KOSPI,126200,119900,119800,127200
005380,현대차,KOSPI,495000,472500,467000,498500
373220,LG에너지솔루션,KOSPI,394500,374000,366000,396000
207940,삼성바이오로직스,KOSPI,1606000,1551000,1537000,1608000
402340,SK스퀘어,KOSPI,544000,528000,521000,549000
012450,한화에어로스페이스,KOSPI,1335000,1349000,1287000,1349000
034020,두산에너빌리티,KOSPI,98100,97700,95100,99200
000270,기아,KOSPI,155800,150800,149400,156300
105560,KB금융,KOSPI,152200,146500,146100,153000
329180,HD현대중공업,KOSPI,498500,494000,480000,500000
068270,셀트리온,KOSPI,206000,200500,199100,207000
028260,삼성물산,KOSPI,269000,267500,258000,270500
032830,삼성생명,KOSPI,223000,218000,215000,224500
055550,신한지주,KOSPI,93500,93400,90000,93900
042660,한화오션,KOSPI,123200,120500,117300,123400
006800,미래에셋증권,KOSPI,67100,63200,62400,67200
012330,현대모비스,KOSPI,408500,388000,385500,411000
035420,NAVER,KOSPI,212500,208000,206000,213000
267260,HD현대일렉트릭,KOSPI,915000,933000,887000,937000
006400,삼성SDI,KOSPI,405500,387500,375000,409000
009150,삼성전기,KOSPI,434000,436500,418000,438500
010130,고려아연,KOSPI,1483000,1490000,1415000,1490000
086790,하나금융지주,KOSPI,110400,105300,104200,110600
015760,한국전력,KOSPI,43900,44150,42200,44400
005490,POSCO홀딩스,KOSPI,343000,335500,327000,343000
042700,한미반도체,KOSPI,275500,269000,257000,281000
000250,삼천당제약,KOSDAQ,1111000,1161000,1074000,1190000
009540,HD한국조선해양,KOSPI,367000,364000,354000,369500
298040,효성중공업,KOSPI,2676000,2785000,2601000,2787000
316140,우리금융지주,KOSPI,33600,32550,32250,33750
034730,SK,KOSPI,334000,326000,315500,335500
010120,LS ELECTRIC,KOSPI,801000,803000,762000,813000
272210,한화시스템,KOSPI,124100,123000,118100,125000
010140,삼성중공업,KOSPI,26000,25700,25000,26150
051910,LG화학,KOSPI,313000,304000,298500,316500
035720,카카오,KOSPI,48800,47550,46950,48800
196170,알테오젠,KOSDAQ GLOBAL,381000,385000,372000,388000
000810,삼성화재,KOSPI,443000,443000,432500,445500
267250,HD현대,KOSPI,257500,256500,247000,257500
086520,에코프로,KOSDAQ GLOBAL,149000,141100,138500,150900
064350,현대로템,KOSPI,184200,183100,177500,184700
247540,에코프로비엠,KOSDAQ GLOBAL,202500,193900,188700,206000
138040,메리츠금융지주,KOSPI,116400,113200,111200,116900
000150,두산,KOSPI,1203000,1166000,1132000,1230000
096770,SK이노베이션,KOSPI,111400,109500,106300,111400
024110,기업은행,KOSPI,23550,23200,22800,23700
003670,포스코퓨처엠,KOSPI,209000,195700,190400,212500
011200,HMM,KOSPI,19660,19590,19110,19710
066570,LG전자,KOSPI,112000,109100,107700,112200
047810,한국항공우주,KOSPI,186500,181000,177200,188700
033780,KT&G,KOSPI,158000,155400,153200,158200
086280,현대글로비스,KOSPI,231500,221500,218500,232500
017670,SK텔레콤,KOSPI,79900,78500,77500,79900
000720,현대건설,KOSPI,149800,147400,142600,150600
079550,LIG넥스원,KOSPI,735000,723000,709000,746000
030200,KT,KOSPI,60800,59500,58800,60800
003550,LG,KOSPI,89000,85800,84800,89100
352820,하이브,KOSPI,307000,298000,293000,308500
0126Z0,삼성에피스홀딩스,KOSPI,531000,522000,513000,531000
047050,포스코인터내셔널,KOSPI,74500,76900,72600,77200
010950,S-Oil,KOSPI,109700,112500,105100,112500
071050,한국금융지주,KOSPI,220000,208000,206000,220000
278470,에이피알,KOSPI,327000,307500,307000,329000
005940,NH투자증권,KOSPI,34250,32350,32150,35150
018260,삼성에스디에스,KOSPI,156300,153700,151700,156600
259960,크래프톤,KOSPI,254500,242000,240000,256000
005830,DB손해보험,KOSPI,172900,172400,166400,173600
323410,카카오뱅크,KOSPI,24650,24000,23650,24750
039490,키움증권,KOSPI,435000,404000,400500,438250
277810,레인보우로보틱스,KOSDAQ,567000,539000,526000,568000
307950,현대오토에버,KOSPI,394000,376000,367000,396000
950160,코오롱티슈진,KOSDAQ,127000,122100,116400,128400
298380,에이비엘바이오,KOSDAQ,180100,180900,174600,181800
003490,대한항공,KOSPI,25300,24550,24500,25350
005387,현대차2우B,KOSPI,257000,246000,244000,257500
003230,삼양식품,KOSPI,1183000,1160000,1160000,1250000
016360,삼성증권,KOSPI,97600,92000,91600,98300
090430,아모레퍼시픽,KOSPI,144400,134400,132900,145200
006260,LS,KOSPI,268000,264000,256500,270500
000880,한화,KOSPI,111500,107100,103900,112800
