종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,189700,195500,185500,196000
000660,SK하이닉스,KOSPI,986000,993000,938000,994000
005935,삼성전자우,KOSPI,134100,137700,132100,137700
005380,현대차,KOSPI,492000,508000,484000,509000
373220,LG에너지솔루션,KOSPI,392500,371500,368000,392500
402340,SK스퀘어,KOSPI,595000,591000,564000,598000
207940,삼성바이오로직스,KOSPI,1547000,1569000,1519000,1570000
012450,한화에어로스페이스,KOSPI,1335000,1310000,1291000,1348000
034020,두산에너빌리티,KOSPI,100100,105700,97200,106800
000270,기아,KOSPI,157900,164000,154500,164200
105560,KB금융,KOSPI,146900,149000,144100,150500
329180,HD현대중공업,KOSPI,516000,527000,497000,528000
028260,삼성물산,KOSPI,281500,288000,270500,289000
068270,셀트리온,KOSPI,199600,195100,189300,203500
032830,삼성생명,KOSPI,222000,228000,213000,228000
055550,신한지주,KOSPI,90000,91600,88200,93600
042660,한화오션,KOSPI,122300,124500,117400,126200
012330,현대모비스,KOSPI,392500,397500,382500,397500
006800,미래에셋증권,KOSPI,61100,65200,59600,65200
035420,NAVER,KOSPI,213500,215500,209000,217000
267260,HD현대일렉트릭,KOSPI,925000,949000,896000,954000
009150,삼성전기,KOSPI,437000,452000,422000,457000
010130,고려아연,KOSPI,1543000,1551000,1488000,1563000
006400,삼성SDI,KOSPI,397500,392000,383500,403000
015760,한국전력,KOSPI,46750,47600,46000,47700
086790,하나금융지주,KOSPI,106500,109700,105000,109700
042700,한미반도체,KOSPI,296500,309500,286500,309500
005490,POSCO홀딩스,KOSPI,339500,336500,328500,339500
009540,HD한국조선해양,KOSPI,379500,380000,365500,385000
298040,효성중공업,KOSPI,2701000,2693000,2608000,2759000
034730,SK,KOSPI,343500,343000,329500,344000
010120,LS ELECTRIC,KOSPI,813000,862000,801000,869000
272210,한화시스템,KOSPI,127300,125600,121100,128000
316140,우리금융지주,KOSPI,32300,32750,31450,32900
010140,삼성중공업,KOSPI,26400,27300,25600,27350
051910,LG화학,KOSPI,314000,305000,303000,315000
000810,삼성화재,KOSPI,480500,470000,461000,481500
000250,삼천당제약,KOSDAQ,936000,990000,925000,1025000
035720,카카오,KOSPI,48200,48300,47000,49050
086520,에코프로,KOSDAQ GLOBAL,149000,148200,144600,152300
267250,HD현대,KOSPI,255000,254000,246000,256500
064350,현대로템,KOSPI,177900,173400,170500,178800
196170,알테오젠,KOSDAQ GLOBAL,355500,339500,337000,359500
247540,에코프로비엠,KOSDAQ GLOBAL,193000,186800,185700,196900
011200,HMM,KOSPI,19930,20100,19440,20200
000150,두산,KOSPI,1151000,1136000,1117000,1187000
066570,LG전자,KOSPI,114300,114200,110900,116000
096770,SK이노베이션,KOSPI,110100,108900,106200,110300
024110,기업은행,KOSPI,23150,23800,22750,23850
033780,KT&G,KOSPI,157600,159200,154100,159300
138040,메리츠금융지주,KOSPI,106100,109800,103400,109800
003670,포스코퓨처엠,KOSPI,196400,192900,192300,199900
047810,한국항공우주,KOSPI,176300,177400,169000,178050
086280,현대글로비스,KOSPI,223000,224000,215000,224500
000720,현대건설,KOSPI,149900,161100,143300,161600
