종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,232500,228000,224000,232500
000660,SK하이닉스,KOSPI,1447000,1339000,1333000,1450000
005935,삼성전자우,KOSPI,169600,163000,162100,169800
402340,SK스퀘어,KOSPI,991000,909000,901000,998000
373220,LG에너지솔루션,KOSPI,472000,469000,461000,478000
005380,현대차,KOSPI,539000,545000,532000,547000
034020,두산에너빌리티,KOSPI,127200,128800,125600,129700
012450,한화에어로스페이스,KOSPI,1465000,1440000,1436000,1482000
329180,HD현대중공업,KOSPI,680000,699000,675000,706000
207940,삼성바이오로직스,KOSPI,1485000,1485000,1460000,1486000
009150,삼성전기,KOSPI,918000,859000,855000,925000
000270,기아,KOSPI,154000,156300,153600,156500
105560,KB금융,KOSPI,157800,161500,157700,163000
006400,삼성SDI,KOSPI,705000,715000,694000,717000
032830,삼성생명,KOSPI,265000,256000,251500,270000
028260,삼성물산,KOSPI,320000,305500,305000,321500
267260,HD현대일렉트릭,KOSPI,1299000,1280000,1273000,1320000
055550,신한지주,KOSPI,98000,101100,97800,101300
010120,LS ELECTRIC,KOSPI,294000,286500,281000,296500
068270,셀트리온,KOSPI,197800,202500,197700,203000
042660,한화오션,KOSPI,133000,133200,130700,134200
005490,POSCO홀딩스,KOSPI,502000,486000,485000,512000
298040,효성중공업,KOSPI,4228000,4008000,3979000,4260000
006800,미래에셋증권,KOSPI,70300,66500,65900,71700
012330,현대모비스,KOSPI,431500,431500,428000,435000
042700,한미반도체,KOSPI,378000,385000,372500,386000
086790,하나금융지주,KOSPI,126600,131000,125500,131000
034730,SK,KOSPI,475500,437500,435000,475500
010130,고려아연,KOSPI,1629000,1600000,1600000,1642000
009540,HD한국조선해양,KOSPI,469500,470500,461500,473000
035420,NAVER,KOSPI,209000,213500,208000,213500
051910,LG화학,KOSPI,429000,411500,408000,435000
064350,현대로템,KOSPI,269000,270000,255500,271000
015760,한국전력,KOSPI,44500,44800,44350,45100
010140,삼성중공업,KOSPI,32250,33000,31350,33100
000150,두산,KOSPI,1705000,1663000,1654000,1728000
096770,SK이노베이션,KOSPI,145700,149500,144600,155400
316140,우리금융지주,KOSPI,33300,33900,33200,33950
267250,HD현대,KOSPI,302500,321000,297000,333000
003670,포스코퓨처엠,KOSPI,267000,260500,260000,272500
066570,LG전자,KOSPI,143200,146200,140300,146200
272210,한화시스템,KOSPI,119700,118200,116700,120900
079550,LIG디펜스앤에어로스페이스,KOSPI,983000,949000,925000,1000000
086520,에코프로,KOSDAQ GLOBAL,155800,155800,154100,158500
000810,삼성화재,KOSPI,473500,468500,459000,476500
