종목코드,종목명,시장,종가,시가,저가,고가
005930,삼성전자,KOSPI,201000,198200,198200,203000
000660,SK하이닉스,KOSPI,1040000,999000,996000,1043000
005935,삼성전자우,KOSPI,138500,136000,135500,139100
005380,현대차,KOSPI,478500,476500,474500,486500
373220,LG에너지솔루션,KOSPI,401500,409500,399000,414500
012450,한화에어로스페이스,KOSPI,1530000,1526000,1495000,1559000
402340,SK스퀘어,KOSPI,580000,551000,545000,583000
207940,삼성바이오로직스,KOSPI,1550000,1564000,1542000,1564000
034020,두산에너빌리티,KOSPI,99300,97900,96700,99300
105560,KB금융,KOSPI,156600,156800,155300,158100
000270,기아,KOSPI,147400,147400,145700,148700
329180,HD현대중공업,KOSPI,463000,468000,461500,474500
032830,삼성생명,KOSPI,235000,233500,231000,236000
028260,삼성물산,KOSPI,289500,293500,286000,299000
055550,신한지주,KOSPI,98300,96900,96300,98900
068270,셀트리온,KOSPI,195200,195800,193600,196900
009150,삼성전기,KOSPI,568000,555000,554000,579000
006400,삼성SDI,KOSPI,477500,476500,472000,493000
042660,한화오션,KOSPI,120100,120700,120000,121600
267260,HD현대일렉트릭,KOSPI,1007000,984000,975000,1012000
006800,미래에셋증권,KOSPI,65300,64900,64400,66500
012330,현대모비스,KOSPI,391500,391500,386500,392500
010130,고려아연,KOSPI,1663000,1552000,1546000,1688000
086790,하나금융지주,KOSPI,120000,117000,116300,120400
035420,NAVER,KOSPI,199000,197700,196800,199500
005490,POSCO홀딩스,KOSPI,360000,362500,355500,365000
298040,효성중공업,KOSPI,3058000,2910000,2900000,3088000
009540,HD한국조선해양,KOSPI,388500,385000,383500,395000
015760,한국전력,KOSPI,42200,42500,41600,42600
010120,LS ELECTRIC,KOSPI,179200,171200,171200,188300
042700,한미반도체,KOSPI,276500,278000,275000,280000
034730,SK,KOSPI,349500,342500,340500,353500
316140,우리금융지주,KOSPI,34150,33750,33350,34300
272210,한화시스템,KOSPI,131900,138200,130400,138200
010140,삼성중공업,KOSPI,27600,27850,27500,28000
051910,LG화학,KOSPI,340000,344000,336000,345000
064350,현대로템,KOSPI,207000,210500,204000,212000
000810,삼성화재,KOSPI,471500,467000,460500,471500
000150,두산,KOSPI,1294000,1225000,1224000,1298000
035720,카카오,KOSPI,47000,46550,46300,47400
079550,LIG넥스원,KOSPI,939000,978000,915000,979000
096770,SK이노베이션,KOSPI,121500,122000,119800,124200
011200,HMM,KOSPI,21150,21500,20900,21600
017670,SK텔레콤,KOSPI,92500,94000,92000,96700
000720,현대건설,KOSPI,176000,172000,170200,177400
086520,에코프로,KOSDAQ GLOBAL,143700,146000,143700,148100
247540,에코프로비엠,KOSDAQ GLOBAL,199000,201500,199000,204500
267250,HD현대,KOSPI,244000,246500,241500,247500
138040,메리츠금융지주,KOSPI,113900,114300,112900,115000
003670,포스코퓨처엠,KOSPI,214500,214000,211000,217250
033780,KT&G,KOSPI,165600,162300,162300,167000
196170,알테오젠,KOSDAQ GLOBAL,353500,353000,346000,354000
066570,LG전자,KOSPI,115300,115300,114700,116800
047810,한국항공우주,KOSPI,192500,198700,191000,198800
024110,기업은행,KOSPI,22250,22100,21900,22250
086280,현대글로비스,KOSPI,212000,214500,210500,215500
030200,KT,KOSPI,63000,61800,61600,63100
278470,에이피알,KOSPI,399500,395000,387000,408500
003550,LG,KOSPI,91000,91700,90500,92000
010950,S-Oil,KOSPI,122000,123300,118900,124500
071050,한국금융지주,KOSPI,246000,236000,235000,252000
0126Z0,삼성에피스홀딩스,KOSPI,539000,537000,533000,549000
047050,포스코인터내셔널,KOSPI,74800,77000,73700,77600
000250,삼천당제약,KOSDAQ,526000,486000,486000,538000
039490,키움증권,KOSPI,462500,440500,440000,472000
005940,NH투자증권,KOSPI,33850,33400,33200,34100
323410,카카오뱅크,KOSPI,24950,25000,24700,25150
005830,DB손해보험,KOSPI,167200,166800,163200,167400
018260,삼성에스디에스,KOSPI,148700,147300,146100,149600
259960,크래프톤,KOSPI,241500,237500,233000,247000
277810,레인보우로보틱스,KOSDAQ,586000,580000,573000,594000
352820,하이브,KOSPI,250000,249500,247000,252000
307950,현대오토에버,KOSPI,388000,385500,379000,388000
047040,대우건설,KOSPI,23750,23350,23150,25000
003230,삼양식품,KOSPI,1290000,1259000,1233000,1322000
028050,삼성E&A,KOSPI,49550,49650,48350,50300
016360,삼성증권,KOSPI,105900,104500,104100,107800
000880,한화,KOSPI,122500,124400,120400,124400
006260,LS,KOSPI,293500,287500,286500,301500
003490,대한항공,KOSPI,23950,23900,23800,24100
007660,이수페타시스,KOSPI,119700,112100,112000,120000
298380,에이비엘바이오,KOSDAQ,155000,153600,152600,155600
058470,리노공업,KOSDAQ GLOBAL,113400,108500,108500,113700
011070,LG이노텍,KOSPI,361500,366000,358000,377000
443060,HD현대마린솔루션,KOSPI,184600,180200,180100,187200
005387,현대차2우B,KOSPI,232500,234500,231000,237000
950160,코오롱티슈진,KOSDAQ,93700,97500,89600,97600
267270,HD건설기계,KOSPI,163100,158000,155800,163800
028300,HLB,KOSDAQ,58300,55800,55700,58700
326030,SK바이오팜,KOSPI,98700,97200,96400,99200
